centerY,centerX,orientation,major_axis_length,minor_axis_length
351.748,527.958,0.1,6.917,6.572
467.675,861.888,0.076,8.328,7.878
468.281,882.176,-0.145,8.168,7.755
351.545,462.491,-0.197,5.978,5.859
614.855,586.006,-0.027,7.771,7.337
672.282,704.497,0.007,7.983,7.058
612.087,190.464,0.041,4.967,4.485
333.586,1251.988,-0.012,9.376,8.693
464.71,900.244,-0.025,8.036,7.644
342.468,868.107,0.101,8.492,7.688
290.574,674.324,0.421,6.004,5.725
274.387,716.084,0.066,7.295,6.764
667.455,473.761,0.057,6.833,6.247
570.12,587.829,-0.031,8.718,7.921
347.352,770.544,-0.172,7.822,7.414
615.007,469.828,-0.027,7.182,6.701
671.966,580.893,-0.006,7.311,6.489
612.737,268.606,0.379,5.722,5.536
290.133,651.771,0.199,5.325,4.976
472.457,956.583,-0.031,7.726,7.207
291.616,590.247,-0.026,4.94,4.702
287.63,1065.79,-0.219,6.861,6.4
289.709,736.591,-0.186,6.123,5.734
544.626,444.051,-0.073,8.791,7.75
611.826,983.187,0.107,9.073,8.457
290.306,697.827,-0.715,5.698,5.471
460.287,1113.211,-0.359,7.514,7.248
350.834,673.796,-0.149,7.699,7.49
342.969,1039.585,0.106,8.942,8.15
716.31,504.171,0.055,9.275,8.646
615.881,894.0,0.0,8.735,7.642
339.243,958.617,-0.24,8.759,8.06
353.287,403.583,0.014,6.128,5.974
672.775,939.502,-0.006,8.569,7.772
465.336,785.464,-0.072,8.355,8.032
354.185,352.827,-0.244,5.142,5.05
276.41,432.59,0.133,6.266,5.952
673.084,837.983,0.009,7.822,7.294
566.1,758.087,-0.085,8.988,8.121
544.46,329.848,-0.076,8.273,7.618
353.927,264.4,-0.169,4.355,4.019
393.553,1233.718,0.153,5.96,5.51
561.017,42.144,-0.102,6.262,6.01
273.614,802.021,-0.133,7.891,7.616
289.866,885.646,0.009,6.623,6.104
672.07,1038.37,0.051,9.063,7.974
464.146,668.337,-0.031,5.492,5.166
290.522,717.549,1.144,6.045,5.938
715.53,591.336,-0.07,8.594,8.041
614.441,363.132,-0.122,6.845,6.33
456.431,1078.876,-0.118,9.948,9.062
290.638,790.5,1.571,6.071,6.065
354.132,305.303,0.247,5.136,4.732
544.87,1255.695,0.084,11.794,10.609
274.451,688.268,-0.011,7.469,6.528
464.691,639.606,-0.14,7.437,7.072
272.653,931.824,-0.038,8.296,7.632
272.106,957.574,0.077,8.6,7.993
292.371,555.5,0.0,4.831,4.62
611.686,123.784,0.498,4.137,3.915
275.532,562.539,-0.074,6.986,6.426
456.075,1183.228,-0.023,11.478,9.956
672.895,1178.014,-0.071,8.851,7.881
289.961,823.287,0.029,6.689,6.146
451.347,369.558,-0.284,5.655,5.365
276.094,499.744,0.086,6.371,5.856
289.718,838.923,-0.03,6.901,6.543
285.449,1207.85,-0.003,7.214,6.487
336.179,1133.151,0.079,8.69,7.763
291.087,631.707,0.087,5.491,5.336
274.347,780.383,0.061,7.577,7.021
289.5,937.026,0.0,7.397,6.629
350.604,593.161,-0.22,7.179,6.599
286.218,1092.827,0.079,8.38,7.678
288.8,899.5,0.116,6.782,6.098
288.913,994.279,0.084,6.12,5.419
292.362,570.435,-0.052,4.864,4.522
287.023,1016.451,0.052,6.889,6.141
288.519,1005.211,0.028,7.141,5.956
273.5,879.823,0.355,7.896,7.499
717.772,141.35,-0.24,7.812,7.337
629.964,1203.004,-0.009,9.867,8.972
663.316,351.544,-0.192,5.187,4.875
276.832,456.619,-0.141,6.243,5.773
673.375,1232.653,-0.038,9.545,8.377
716.112,431.706,-0.191,9.765,9.325
285.5,1192.831,0.0,7.088,6.909
291.152,610.709,-0.261,5.182,4.869
612.849,732.995,-0.076,8.079,7.338
275.338,540.377,-0.081,6.919,5.979
271.688,1118.296,-0.125,8.031,7.369
289.899,759.0,0.0,6.437,5.884
286.933,1114.961,0.107,7.618,7.428
275.034,636.903,-0.018,7.115,6.489
545.582,182.715,-0.131,7.444,7.063
277.346,328.0,0.0,5.96,5.54
585.478,824.565,0.156,3.979,3.715
272.101,1051.688,0.118,8.393,7.892
393.883,1159.667,-0.038,4.621,4.157
275.095,622.325,0.009,6.64,6.036
604.057,681.679,-0.323,4.234,3.989
454.053,501.061,-0.276,6.607,6.316
285.099,1162.941,0.022,7.305,6.622
292.526,538.211,0.102,4.502,4.043
717.256,1060.731,0.004,10.395,9.222
714.917,754.3,-0.045,9.626,9.162
273.212,850.053,0.122,8.079,7.447
466.803,577.879,-0.067,4.662,4.505
467.691,536.382,-0.551,4.358,3.996
557.463,847.188,0.002,9.497,8.552
271.789,1004.986,0.001,8.823,7.68
294.188,488.5,-0.061,4.258,3.649
277.394,282.904,-0.008,5.964,5.537
341.844,1173.533,-0.093,4.025,3.613
466.842,564.491,0.033,4.586,3.984
637.182,1081.182,0.065,8.731,7.616
452.245,273.918,0.036,4.092,3.808
278.461,193.671,0.227,4.926,4.913
713.629,805.551,-0.154,9.99,9.372
467.642,551.679,0.558,4.211,3.988
284.552,1224.354,-0.054,8.845,8.025
276.306,389.378,-0.02,5.802,5.387
292.646,523.771,0.105,4.137,3.72
