centerY,centerX,orientation,major_axis_length,minor_axis_length
342.407,923.903,0.196,6.114,5.906
272.081,760.153,-0.137,6.315,5.593
615.393,774.761,-0.287,6.325,5.903
664.03,1268.53,0.097,7.513,6.945
571.942,837.832,-0.186,7.839,7.759
611.812,980.685,-0.21,7.39,7.105
463.137,1215.986,-0.045,6.846,6.472
552.549,492.0,0.0,5.825,5.566
585.776,736.393,-0.088,8.06,7.23
591.005,978.248,-0.108,8.299,7.757
343.117,862.553,-0.015,5.768,5.24
445.81,1166.299,-0.781,7.471,7.418
284.046,1158.276,-0.372,5.431,5.108
602.914,1077.713,-0.053,7.815,7.083
622.931,872.5,-0.877,6.875,6.687
283.5,1181.5,0.785,5.964,5.964
610.329,686.8,-0.772,4.755,4.702
608.441,1263.288,-0.232,6.061,5.829
653.41,922.623,-0.124,6.474,6.0
284.389,1114.522,0.114,5.515,5.196
342.52,1229.464,0.049,7.901,7.202
654.098,1007.398,0.066,6.561,5.961
613.136,1220.714,-0.141,8.748,8.004
464.714,1076.4,-0.05,4.854,4.615
283.937,1138.253,0.061,5.282,4.766
342.706,994.622,-0.499,6.892,6.617
285.383,1054.086,0.199,5.176,4.993
285.859,1036.531,-0.131,4.722,4.337
271.598,786.124,-0.256,5.839,5.292
558.419,605.436,-0.305,6.255,5.948
346.281,763.667,-0.193,4.407,4.116
593.774,1146.859,-0.144,9.387,8.413
537.36,387.67,-0.164,5.83,5.475
282.0,1274.141,0.0,6.978,5.862
269.966,920.698,0.102,6.379,5.796
282.839,1249.777,-0.141,6.115,5.836
462.724,1016.099,-0.083,7.267,6.652
285.783,1020.417,0.04,4.518,4.247
271.615,814.073,-0.18,5.845,5.241
283.9,1205.436,-0.406,5.989,5.861
464.731,1085.526,-0.122,5.114,4.903
347.74,727.84,0.145,4.059,3.924
709.855,680.673,0.055,8.707,8.041
273.5,624.634,0.0,5.34,4.914
342.694,1069.318,-0.328,7.208,6.932
464.435,1147.25,-0.543,5.457,5.393
270.5,878.855,0.023,6.196,5.662
661.278,1129.125,-0.005,6.998,6.548
343.0,1149.281,0.01,7.531,7.058
271.809,704.697,-0.417,5.49,5.158
464.966,1116.659,-0.147,5.608,4.985
655.24,849.613,-0.496,4.937,4.858
270.293,963.5,0.0,6.259,5.899
464.329,1057.329,0.785,4.878,4.763
284.765,1072.074,-0.307,4.79,4.53
457.602,905.034,-0.223,6.238,6.04
267.056,1202.385,0.063,7.389,6.934
266.393,1242.815,-0.205,7.725,7.143
708.449,807.374,-0.034,9.174,8.431
709.245,1032.161,-0.12,10.409,9.848
272.709,650.57,-0.063,5.222,4.832
450.321,801.012,-1.145,5.123,5.054
655.734,782.75,-0.283,4.677,4.362
272.024,733.41,0.136,5.302,4.981
284.679,1093.568,-0.771,5.231,4.927
282.942,1227.223,-0.065,5.965,5.515
465.042,1097.0,0.0,5.574,5.413
604.358,611.623,-0.379,4.376,3.875
268.542,1086.779,0.003,6.773,6.165
707.5,451.912,0.0,6.699,6.46
708.536,1107.216,-0.087,9.239,8.608
269.062,1052.202,-0.023,6.493,6.326
286.382,1005.745,-0.417,4.361,4.018
267.235,1170.51,-0.104,7.319,6.493
464.762,1066.962,-0.091,5.278,4.859
273.813,603.467,-0.63,4.948,4.828
537.167,291.133,-0.649,5.513,5.203
270.023,1001.273,0.317,6.547,6.412
267.91,1133.014,0.035,7.129,6.475
286.686,992.588,-0.485,4.193,3.872
708.9,536.456,-0.065,8.001,7.168
344.74,809.041,-0.145,5.041,4.594
709.745,1208.524,-0.043,9.017,8.148
272.598,677.22,0.542,5.152,5.074
536.958,208.07,-0.144,5.028,4.496
285.864,981.091,-0.517,4.061,3.457
271.196,844.959,-0.077,5.692,5.439
286.714,968.119,-0.019,3.886,3.497
287.725,940.45,0.089,3.903,3.279
348.75,704.0,0.0,3.735,3.406
653.314,707.412,-0.485,4.193,3.872
274.232,586.957,-0.094,4.832,4.546
536.903,155.806,-0.198,4.623,4.279
287.273,957.773,-0.499,4.018,3.553
711.283,1224.619,-0.211,8.812,8.048
274.649,571.527,0.579,4.971,4.743
275.246,540.043,0.699,4.757,4.615
603.714,562.619,0.115,3.815,3.541
287.435,949.283,-0.025,3.993,3.699
651.943,674.657,0.208,3.562,3.112
274.731,555.866,0.057,4.771,4.476
537.6,119.6,0.785,4.0,3.598
707.653,371.947,0.145,5.083,4.678
610.3,1094.375,-0.42,3.964,3.235
605.758,1012.606,-0.024,3.304,3.189
287.792,933.625,-0.477,3.027,2.601
600.45,991.1,0.177,3.916,3.258
614.258,1167.71,-0.483,3.493,2.868
597.516,999.903,-0.076,3.367,2.975
708.606,299.155,-0.41,4.984,4.536
57.367,11.533,1.326,3.088,3.075
275.885,524.721,-0.523,4.575,4.249
644.0,34.676,0.0,3.511,3.355
596.765,1024.235,-0.586,3.444,3.17
350.227,689.091,-0.588,2.747,2.565
446.059,731.088,0.203,3.582,3.059
276.642,512.755,-0.359,4.162,4.06
622.0,312.107,0.0,3.117,2.895
276.549,502.294,-0.399,4.136,3.912
