centerY,centerX,orientation,major_axis_length,minor_axis_length
607.195,1244.283,-0.154,6.25,5.759
614.575,755.821,0.195,5.836,5.786
283.869,1164.327,0.105,6.07,5.624
558.114,583.711,0.05,6.38,5.697
612.962,954.465,0.091,7.293,6.86
464.071,1085.631,0.06,5.336,5.011
464.312,1063.766,-0.052,5.13,4.79
463.246,1254.297,0.044,7.502,7.426
571.756,813.356,-0.172,7.819,7.329
664.09,1243.832,-0.075,7.388,6.681
284.232,1141.697,-0.584,5.731,5.504
343.591,846.67,-0.175,5.615,4.996
612.93,1191.583,0.102,9.0,8.133
621.325,850.063,0.165,6.618,6.073
463.563,1104.225,0.124,4.947,4.562
342.51,973.545,0.08,6.918,6.671
271.604,767.792,0.095,5.908,5.441
462.607,1195.529,-0.287,6.888,6.48
286.07,1008.123,0.262,4.344,4.196
346.517,751.862,-0.198,4.473,4.147
462.368,1130.724,-0.005,5.34,5.197
270.048,980.5,0.0,6.487,6.171
342.856,1046.438,-0.034,7.211,7.059
591.707,1117.43,0.09,9.519,8.803
660.847,1107.481,0.057,6.835,6.098
604.267,1050.832,-0.146,7.392,6.937
456.436,886.607,-1.018,6.245,5.951
584.667,710.612,0.006,8.061,7.224
446.376,1139.318,-0.508,7.47,7.372
654.394,832.437,-0.345,4.827,4.693
283.054,1255.531,-0.118,6.52,6.342
284.592,1077.789,0.235,4.947,4.888
342.724,1205.077,-0.06,7.942,7.263
342.814,1124.907,-0.275,7.423,6.914
536.869,276.369,-0.042,5.511,4.866
284.571,1098.083,-0.108,5.232,5.146
588.937,951.171,-0.065,8.684,8.142
439.67,1272.562,-0.019,8.362,7.394
536.609,197.696,-0.445,4.805,4.611
267.329,1178.526,-0.148,7.091,6.827
463.931,1044.986,0.067,5.005,4.574
269.015,1064.424,0.026,6.724,6.253
653.315,903.13,0.054,6.122,5.623
655.025,986.885,-0.054,6.379,6.103
271.434,825.632,0.464,5.919,5.717
710.346,1196.496,-0.017,9.065,8.007
283.0,1208.748,-0.556,6.275,6.044
342.756,904.323,-1.217,6.505,6.224
347.911,719.778,-0.05,3.929,3.721
551.765,473.082,-0.273,5.733,5.45
282.677,1231.094,-0.088,6.615,6.131
283.712,1121.452,-0.853,4.889,4.757
464.243,1054.622,-0.184,5.228,4.577
272.349,689.419,-0.249,5.454,5.016
285.279,1039.869,-0.075,4.497,4.322
464.533,1073.0,0.134,5.091,4.68
462.074,992.603,-0.037,7.021,6.169
271.411,795.556,0.136,5.577,5.13
609.591,670.773,-0.222,4.888,4.301
270.234,900.757,0.352,6.178,5.736
708.5,781.589,-0.055,9.062,8.715
604.25,600.0,0.0,4.133,3.674
707.25,1080.02,-0.143,9.246,8.536
271.805,742.874,-0.024,5.466,5.081
655.296,768.493,0.042,4.961,4.588
266.065,1262.857,-0.003,7.669,6.974
709.295,657.33,-0.023,8.922,8.098
267.252,1146.413,0.014,7.387,6.16
286.574,1022.779,-0.059,4.844,4.482
273.324,612.608,0.081,5.098,4.656
344.794,795.132,0.232,4.867,4.448
272.082,716.8,0.393,5.371,5.046
461.918,1014.102,-0.113,4.121,3.791
536.418,148.309,0.352,4.492,3.905
538.471,369.067,-0.255,5.91,5.59
273.794,593.838,-0.087,4.848,4.464
270.914,859.324,-0.239,5.951,5.635
272.785,662.468,-0.034,5.177,4.876
270.535,943.36,-0.09,6.101,5.941
266.876,1217.855,-0.034,7.058,6.543
286.275,995.333,-0.072,4.306,3.81
707.861,432.934,-0.145,6.432,6.045
268.121,1109.355,-0.002,6.553,6.017
284.9,1057.214,-0.581,5.023,4.437
282.806,1187.0,0.144,5.724,5.468
273.317,637.073,0.199,5.284,4.963
286.604,982.458,-0.405,4.061,3.758
287.619,942.31,0.356,3.998,3.367
708.855,997.662,0.021,10.421,9.503
603.933,556.067,-0.115,3.945,3.657
286.659,960.049,-0.207,3.886,3.398
709.057,1177.797,0.023,9.228,8.489
448.765,787.118,-0.599,4.855,4.489
286.74,970.72,0.406,4.162,3.849
268.966,1030.872,0.044,6.379,5.843
653.396,698.458,0.405,4.061,3.758
462.36,1006.76,-0.348,4.215,3.821
274.048,561.444,-0.437,4.575,4.384
287.538,951.282,-0.348,3.672,3.451
536.805,114.073,0.295,3.78,3.461
349.361,699.083,-0.609,3.786,3.056
273.919,577.581,-0.032,4.688,4.212
705.698,628.707,0.162,6.401,5.784
288.167,935.222,0.417,3.698,3.094
610.056,1088.75,-0.349,3.526,3.245
707.213,513.927,-0.281,7.265,6.565
275.086,546.672,0.066,4.462,4.141
605.452,1005.581,0.54,3.213,3.032
275.578,531.438,-0.104,4.664,4.383
651.097,669.677,-0.401,3.204,3.088
446.061,725.545,-0.563,3.429,3.096
288.607,928.607,-0.785,3.0,2.985
57.31,11.448,-0.606,3.129,2.933
277.213,519.951,0.03,4.496,4.337
600.88,985.8,-1.366,2.948,2.722
643.769,35.0,-0.513,3.679,3.373
