centerY,centerX,orientation,major_axis_length,minor_axis_length
187.0,160.0,0.0,3.0,3.5
188.0,128.0,0.0,2.5,3.0
185.0,211.0,0.0,4.5,5.0
184.0,253.0,0.0,3.0,3.5
231.0,229.0,0.0,2.5,3.0
230.0,238.0,0.0,3.0,3.5
229.0,248.0,0.0,3.5,4.0
220.0,265.0,0.0,2.5,3.0
219.0,272.0,0.0,3.0,3.5
218.0,280.0,0.0,3.5,4.0
218.0,290.0,0.0,4.0,4.5
217.0,298.0,0.0,3.5,4.0
218.0,303.0,0.0,4.5,5.0
231.0,310.0,0.0,3.0,3.5
243.0,299.0,0.0,3.0,3.5
279.0,235.0,0.0,2.5,3.0
229.0,262.0,0.0,4.0,4.5
229.0,279.0,0.0,4.0,4.5
190.0,299.4,0.0,2.5,3.0
189.0,303.4,0.0,3.5,4.0
189.0,308.4,0.0,3.5,4.0
188.0,314.4,0.0,3.5,4.0
188.0,321.4,0.0,3.5,4.0
184.0,271.4,0.0,4.0,4.5
188.0,333.4,0.0,3.5,4.0
187.0,340.4,0.0,4.5,5.0
230.0,349.4,0.0,3.5,4.0
270.0,337.4,0.0,2.5,3.0
269.0,352.4,0.0,3.5,4.0
243.0,315.4,0.0,4.0,4.5
199.0,419.4,0.0,2.5,3.0
198.0,424.4,0.0,3.5,3.5
287.0,417.4,0.0,4.5,4.5
190.0,388.4,0.0,4.0,4.5
223.0,451.4,0.0,2.5,3.0
219.0,450.4,0.0,2.5,3.0
240.0,501.0,0.0,3.5,4.0
240.0,510.0,0.0,4.5,5.0
276.0,457.0,0.0,3.0,3.5
274.0,464.0,0.0,3.5,4.0
190.0,454.0,0.0,3.0,3.5
188.0,458.0,0.0,4.0,4.5
185.0,491.0,0.0,4.0,4.5
197.0,519.0,0.0,3.0,3.5
197.0,523.0,0.0,3.0,3.5
220.0,518.0,0.0,3.0,3.5
221.0,523.0,0.0,3.5,4.0
223.0,533.0,0.0,4.0,4.5
235.0,531.0,0.0,3.0,3.5
237.0,554.0,0.0,3.5,4.0
277.0,554.0,0.0,3.0,3.5
276.0,560.0,0.0,3.5,4.0
