232.5,197.333,12
60.5,184.833,9.5
70,156.833,8.5
107,156.833,9.5
129,168.333,11.5
42,234.778,10
71.5,250.278,8.5
62,230.278,7
100,232.778,7.5
105,222.778,4.5
100,211.778,5
114.5,207.778,5.5
122,222.278,4.5
127,230.278,2.5
140.5,240.278,7.5
159.5,246.278,5.5
166,230.278,6.5
179,249.778,5
106.5,319.722,9.5
282,539.722,12.5
326,574.944,10.5
192,611.889,10.5
315.5,252.333,10
165.5,195.333,8.5
163,190.333,5
125.5,277.056,6
126,295.556,7.5
135.5,312.556,8
267.5,168.556,12
298,160.056,10.5
319,191.556,11.5
344,198.556,9
345.5,194.056,5.5
372.5,191.556,8.5
250,275.278,8.5
249.5,254.278,5
239,248.778,4.5
212,233.778,4.5
203.5,237.778,4.5
187.5,288.278,4
170.5,286.278,4
68.5,313.278,5.5
66,299.278,4.5
6,248.278,5
11.5,222.278,4
37,208.778,7.5
2.5,161.278,9.5
349.5,402.722,8.5
290,374.722,9.5
278.5,359.722,7
274,305.222,8
298,280.278,7
306,270.778,5.5
287.5,267.278,4.5
276.5,263.778,4.5
288.5,284.278,2.5
279,273.778,2.5
253.5,299.278,4.5
238.5,302.778,4
202,264.778,4
212,245.778,4
247.5,215.278,4.5
308.5,211.778,8
334,243.278,6
356.5,253.778,5.5
366,246.278,5.5
214,208.778,7.5
194,211.278,5
146,209.278,7
99,288.778,5.5
4.5,269.778,6
21,259.778,4.5
22,234.278,5
12,207.778,5.5
24.5,172.278,5.5
19,166.278,5
22,192.778,3.5
17,184.778,3.5
11.5,195.278,3
0.5,197.778,5.5
189.5,267.778,2.5
183,269.278,2.5
191,277.278,2.5
177.5,270.778,2
114,234.278,2
111.5,240.278,4
83.5,225.778,5
78,215.778,5
90,239.778,5.5
82,262.278,4.5
95,263.278,4
123.5,254.278,5
392.5,184.278,6.5
350,226.278,7
345.5,276.278,5.5
350.5,284.778,4
358,301.278,5.5
370,288.778,6
283,209.056,5
275,223.556,2.5
268.5,220.056,2.5
272.5,211.056,2.5
264,212.556,3.5
258.5,239.056,3.5
267.5,250.556,3.5
232.5,235.556,5.5
227,266.556,2
175.5,219.556,2
178.5,184.056,4
162,179.556,9
189.5,186.056,4
108.5,198.056,2.5
70,198.556,3.5
58,208.556,4
210,272.5,3
132,230.278,3
134,210.278,3.5
452,262.278,4.5
438,282.278,4
447.5,282.278,4
440,294.278,4
461.5,302.778,4
390.5,309.278,5
378,318.278,7
350,325.778,6.5
331.5,335.278,9
291,312.778,5
306,309.278,3.5
325,294.278,4.5
313,286.278,3.5
285.5,291.778,2.5
292,296.778,2.5
264,293.278,3
259,287.278,2
235,293.778,2
225.5,288.778,2
225.5,294.278,2
221.5,290.778,2
219.5,276.278,3
205.5,281.278,1.5
154.5,268.778,2.5
164,255.778,1.5
194,235.278,3.5
234.5,221.778,3
247.5,226.778,3.5
262,228.778,3
272,184.333,3.5
206.5,321.778,4.5
158.5,216.778,4.5
130,203.278,3
47,140.278,3.5
158,160.778,4
403,240.278,4.5
396,232.778,4.5
410,222.778,5
387,214.778,6
472,217.278,7.5
485.5,216.778,6.5
533.5,196.778,10
441,240.278,5
439,233.278,3.5
426,232.278,3.5
421.5,241.778,4
411.5,258.278,3.5
403.5,258.278,3
389.5,258.278,2
376,254.278,2
371.5,264.278,2
381.5,242.278,2.5
374.5,235.278,3.5
373,218.778,5
361.5,220.278,3
357.5,215.778,3
342,216.278,2.5
323.5,220.778,2.5
322,207.278,2.5
312,230.278,3.5
302,230.778,3.5
52.5,253.5,2.5
38,402.444,11
431.5,596.389,13
525.5,592.389,11
570.5,454.5,11
593,281,12.5
708.5,271.5,12.5
818.5,272.5,10
717,224.278,10.5
794.5,195.778,9.5
417,190.278,5.5
426.5,166.278,4.5
460.5,170.278,4.5
465.5,144.778,3
441.5,137.778,3.5
424,128.278,3.5
419,138.278,4
422,147.778,4.5
270,145.278,6.5
176.5,304.08,3.5
522,223.58,9
526.5,237.08,3.5
503.5,236.08,4.5
500,246.08,5
483,260.08,4
489,278.58,5.5
508.5,291.58,6
474,293.08,9
492.5,290.58,5
457.5,257.58,3.5
465.5,255.08,2.5
484.5,197.12,3.5
274.5,191.62,2
294.5,180.62,2
300,199.62,2
288.5,220.62,4
283,217.62,3
187,232.12,2
193.5,231.62,3.5
178,173.12,2.5
184.5,179.12,2.5
186,188.12,3
192.5,196.62,5
144.5,199.62,4
89,198.62,1.5
77,190.12,1.5
72,178.12,3
77,173.62,3.5
98,185.62,5.5
0.5,216.62,5
482,332.12,8.5
206.5,338.62,4.5
216.5,326.62,4
223.5,322.62,2.5
248.5,312.12,3.5
190,300.12,2
237,270.62,3.5
200.5,245.12,2.5
269,241.12,2.5
278,229.12,1.5
239.5,229.12,2
244.5,241.62,2
204,221.12,2
178.5,223.12,2
144,225.62,3.5
20,318.12,2.5
15.5,274.62,3
75,269.12,2.5
56.5,270.12,2.5
116.5,277.62,2.5
103.5,278.62,2.5
571,264.12,3
551.5,269.62,2
541,267.62,2
534.5,267.12,2
528.5,264.62,2
536.5,260.12,2
542.5,248.62,3.5
550.5,237.62,4.5
561,227.12,5.5
581.5,190.12,3
582.5,193.62,6
554,184.62,3
587,245.12,5
578,240.12,6
517.5,275.12,4.5
542.5,277.62,5
557.5,275.12,6.5
537.5,286.62,4
550,288.62,4
525,307.12,3
542.5,313.12,3.5
510.5,325.62,5
488,307.12,5.5
494.5,363.12,5
526.5,353.12,6.5
582,332.62,5.5
564,320.62,4
536.5,227.58,3
556,214.58,3
578,216.58,3
586.5,213.08,3
586,221.08,2
591.5,220.08,1.5
578.5,224.08,1.5
580.5,229.08,2.5
543.5,217.58,3.5
536.5,207.08,3.5
509.5,206.08,3.5
513,213.08,3.5
506.5,196.08,2.5
498,205.08,2.5
501,215.58,2
505.5,229.08,2
487.5,227.58,2.5
492,238.08,2.5
456.5,224.58,2.5
451.5,215.08,4
428,201.58,3
432.5,221.08,2.5
421,220.08,2.5
410,217.08,4
399.5,209.08,4.5
394,216.58,4
399,223.58,3
392.5,222.58,3
380,231.08,2
370.5,231.58,2
361.5,230.58,2.5
347,237.08,3
356,236.58,2.5
337.5,234.58,2
346.5,261.08,2
320,232.58,2
294.5,238.58,2
291,240.58,2
270.5,227.58,2
257.5,245.08,2
253,226.58,2
233.5,227.58,2
223.5,231.08,2
221,234.08,2
214,226.08,2
196.5,221.08,1.5
42.5,275.58,2.5
44,250.58,5
143,278.08,2
138,277.08,2.5
134,277.08,2.5
454.5,207.84,2.5
478.5,206.34,3
472.5,200.34,6
452.5,193.34,11.5
363,342.42,5.5
173.5,345.42,4.5
167.5,330.92,5
142,327.42,3.5
150.5,327.42,3.5
120.5,357.92,4
113.5,372.42,4.5
71,407.92,4.5
65.5,354.92,4.5
31.5,316.42,3
41.5,312.92,3
46,314.92,3
10.5,307.42,3.5
59,408.92,2
56.5,394.92,2
46,385.92,2.5
425,326.92,4.5
414.5,332.92,4.5
406.5,335.92,5.5
419,351.92,3
426,359.92,3.5
421,364.42,3.5
459.5,352.42,4
444,356.92,4
538,300.42,3
575.5,298.92,3
585.5,303.42,2.5
586,321.42,3.5
452,272.92,3.5
383.5,281.42,3
376.5,263.42,2
418,259.94,2
415,236.44,1.5
409,236.44,1.5
170,209.94,1.5
150.5,235.94,2.5
68,267.94,2.5
119,214.94,2.5
61,214.94,2.5
42,221.44,3
47.5,224.44,4
20,211.44,2.5
33.5,165.44,2
38.5,160.44,1.5
62,145.44,2.5
294.5,324.46,3
340,610.36,6
365,593.86,4.5
350,576.36,4
384.5,558.36,6
414.5,531.86,7.5
445.5,500.52,5
462,537.52,4
487.5,492.52,4
507,510.52,3
502.5,481.02,3.5
398,489.02,5
419,497.02,5.5
381,467.52,5.5
445,477.02,5.5
435.5,450.52,7
350.5,434.52,8.5
334.5,473.52,12
336,513.02,8
317,516.52,4
303.5,520.02,3.5
303.5,552.02,4.5
200.5,572.02,3.5
184.5,568.02,3.5
173,575.02,3
160,586.02,4.5
140,574.02,5.5
129.5,587.52,5.5
99,573.02,5
65.5,563.52,8.5
60,502.52,12
75,481.52,8.5
95.5,473.52,7.5
48.5,482.02,8.5
28.5,481.02,9.5
71.5,436.52,11.5
207.5,530.52,5.5
193,529.02,6
159,512.02,6
231.5,525.02,4.5
179.5,467.02,10
238.5,465.52,5.5
214,477.02,5.5
210.5,437.02,5.5
364,509.02,3
368,505.02,3
347,496.02,3.5
385.5,502.02,2.5
390.5,504.02,2.5
423.5,519.02,4.5
445,529.02,4
403,522.52,4
420.5,550.02,3
399.5,545.52,2
403.5,551.02,2
396,557.52,1.5
467,413.14,7.5
389.5,372.14,7.5
277,463.14,2.5
271,485.64,3.5
281.5,472.14,2.5
269,470.64,4
254.5,472.64,4.5
259,508.14,4
257,583.64,6
262,614.14,5.5
223.5,601.64,6.5
334.5,355.84,5
236,346.84,7.5
186,398.34,6
149,406.34,6
139,387.34,4.5
146.5,392.34,4
164,392.34,4.5
498,534.82,7.5
510.5,539.82,7
517,572.82,6
575.5,577.32,5
587,562.82,6
549,549.32,4
549.5,561.32,4
554,584.82,4.5
566.5,605.82,4.5
582,613.82,7
406.5,583.32,2.5
365,556.32,2
349.5,557.82,1.5
332,540.32,4
270,574.82,3
269,579.32,2.5
284,598.32,4.5
259,446.32,6
46,606.32,8
34,580.82,3.5
43.5,575.32,3
52.5,580.32,3
62,583.32,3.5
63.5,604.82,5
495,421.66,7
545.5,328.16,3.5
647.48,209.84,7
611.48,220.34,10
597.98,231.34,5.5
563.98,205.34,4.5
531.48,136.34,3
474.98,181.34,11
826.98,165.84,4
793.48,149.84,4.5
796.48,179.34,3.5
782.48,181.34,4
760.48,208.34,7
769.48,215.84,4.5
810.98,217.84,6
