153.5,239.68,9.5
253,222.68,10.5
250.5,215.68,4
282,217.18,8.5
413.5,244.18,9.5
371.5,257.18,17
90,249.68,9.5
135.5,291.68,12
66,299.18,12.5
44,282.68,6.5
11,233.68,7
3,246.68,7.5
11,199.68,9.5
140,179.68,12
441.5,186.24,5.5
474.5,252.24,5.5
494.5,256.24,5
300.5,264.24,5
311,270.24,4.5
312.5,235.74,6
72.5,239.74,5
11.5,266.24,5
1.5,262.74,5
3,287.74,4
15.5,278.24,4
51,242.74,6.5
61,259.74,4.5
134,252.74,5.5
151.5,261.24,4
210,207.48,4.5
165,170.48,6.5
190.5,165.48,4.5
193.5,322.62,9.5
268,300.12,10
190,269.74,5.5
210,260.74,5.5
230,260.74,4.5
245,242.24,5.5
281.5,253.74,7.5
29,196.74,5.5
38,209.24,5.5
42.5,204.74,4
44.5,210.74,2.5
50,225.24,3.5
49.5,221.74,2.5
320,192.24,8
170,235.74,6
149,217.24,5
139.5,217.24,5
147.5,229.24,6
174.5,212.24,5
21.5,225.24,4.5
23.5,210.74,3
31,213.74,2.5
35,233.24,3.5
37.5,246.24,2
38.5,239.24,1.5
30.5,239.74,1.5
16.5,253.74,1.5
35,260.24,4
31.5,273.24,2.5
22.5,283.74,2.5
21,304.74,8
269,196.74,5
366,178.54,21.5
352,265.54,6
414.5,270.04,9
434.5,262.04,8
422.5,264.54,5
445,259.54,6
398.5,265.54,5.5
394,265.54,4
179.5,256.54,3.5
176.5,250.54,3.5
188,246.04,3.5
185.5,243.54,3
197,240.04,2
175.5,228.54,3.5
188.5,221.04,4.5
201,225.54,3
209.5,230.54,4.5
215,227.54,3.5
204,220.54,2.5
199,204.04,3.5
150.5,205.54,2.5
147,203.54,2.5
140,200.54,3
119.5,203.04,4.5
92,187.54,3.5
105.5,191.04,2.5
99,195.54,2.5
58,176.54,3.5
41.5,194.54,3.5
21.5,233.54,4.5
57.5,283.04,7.5
100,260.54,4.5
114,240.04,4.5
123,242.04,3
127.5,232.04,4
106,232.54,3.5
84.5,228.54,2.5
83,224.54,2.5
77,227.04,3
94.5,230.04,2.5
79,185.54,6
87.5,287.04,4
112.5,297.54,4
196.5,293.54,4.5
213,302.04,5
210,289.54,4
209,279.04,6
200.5,276.04,3
202,268.04,3.5
