193,92.6,6.5,7.5,0
238,123.6,6.5,7.5,0
250,166.6,7.5,8,0
203,165.6,5.5,6,0
182,188.6,7.5,8,0
148,177.6,5,5.5,0
139,178.6,4,4.5,0
133,180.6,3,3.5,0
115,194.6,7.5,8,0
77,150.6,6,6.5,0
121,142.6,5,5.5,0
139,126.6,6,6.5,0
51,123.6,7,8,0
34,123.6,6,6.5,0
31,136.6,4,4.5,0
20,106.6,5,5.5,0
43,86.6,5.5,6,0
63,113.6,5,5.5,0
75,88.6,5,5.5,0
103,94.6,5,5.5,0
110,100.6,5,5.5,0
82,115.6,6,6.5,0
97,66.6,5.5,7.5,0
123,74.6,5.5,6.5,0
136,95.6,4.5,5,0
150,76.6,5.5,6.5,0
167,79.6,5.5,6.5,0
268,105.6,4.5,5,0
287,95.6,7,8,0
285,60.6,6,6.5,0
299,65.6,6,8,0
312,66.6,6,8,0
229,102.6,9.5,12,0
302,160.6,8,8.5,0
322,166.6,6.5,7,0
341,148.6,7,7.5,0
200,174.6,6,6.5,0
272,205.2,6.5,7,0
322,194.2,7,7.5,0
328,228.2,8.5,9,0
225,239.2,5.5,6,0
253,216.2,6,6.5,0
210,246.2,5.5,6,0
194,253.2,5.5,6,0
177,257.2,5,5.5,0
163,264.2,4,4.5,0
234,275.2,8.5,9,0
260,284.2,12,12.5,0
294,204.2,7,8,0.611
35,217.2,4,4,0
155,271.2,3,3,0
364.6,221.2,8.5,9.5,0
377.6,254.2,8.5,9.5,0
383.6,168.2,6,7,0
413.6,153.2,6.5,7.5,0
508.6,227.2,11,10.5,0
479.6,162.2,7,8,0
518.6,194.2,10.5,11,0
523.6,160.2,7,7.5,0
399.6,129,5.5,6,0
377.6,97,8.5,10.5,0
442.6,88,8.5,10.5,0
516.6,101,11.5,14.5,-0.087
483.6,112,6,6.5,0
456.6,111,7,7.5,0
479.6,133,6,6.5,0
429.6,121,7,7.5,0
413.6,113,4.5,5,0
405.6,72,6,8,0
382.6,66,6,8,0
348.6,83,5.5,6,0
388.6,119,6,6.5,0
406.6,122,6.5,7,0
364.6,118,5,5.5,0
520.6,126,5.5,6.5,0
515.6,75,7,8.5,0
542.8,98,10,11.5,0
535.8,85,7.5,8.5,0
537.8,123,5.5,5.5,0
539.8,150,6.5,7.5,0
552.8,202,10.5,10.5,0
593.8,140,7,7,0
570.8,124,5.5,5.5,0
557.8,119,6.5,6.5,0
557.8,103,6,6.5,0
579.8,119,6,6.5,0
585.8,113,4.5,5,0
591.8,79,8,9.5,0
615.8,99,10,11.5,0
619.8,144,8.5,9,0
634.8,136,7,7.5,0
657.8,134,7,7.5,0
649.8,161,9.5,10,0
647.8,93,6.5,8,0
700.8,107,11,12.5,0
704.8,91,7,8.5,0
697.8,75,8,9.5,0
709.8,78,7,8.5,0
721,115,11,12,0
723,125,5,5.5,0
734,99,10.5,13.5,0
762,110,12.5,15.5,-0.262
774,90,7.5,9,0
772,77,6,7.5,0
784,84,6,7.5,0
722,76,5,6,0
787,65,8,10,-0.087
829,66,8,10,-0.087
735,66,9.5,15.5,-0.087
743,212,6,6.5,0
676,238,5,5.5,0
752,241,8,8.5,0
802,143,4,4.5,0
841,139,5.5,6,0
563,65,5.5,7,-0.087
87,105,10,8.5,-0.785
202,414,10.5,11,0
105,424,10.5,11,0
91,474,9.5,11,0
124,394,9.5,10,0
81,385,9.5,10,0
59,359,7.5,8,0
131,341,7.5,8,0
2,394,5.5,6,0
464.8,412,4.5,5,0
453.8,414,4.5,5,0
426.8,422,3.5,4,0
478.8,393,5.5,6,0
509.8,382,5.5,6,0
540.8,349,6.5,7,0
515.8,353,5.5,6,0
630.8,480,10.5,11,0
419.8,425,3.5,4,0
575.8,314,6.5,8,0
608.8,307,7.5,8,0
640.8,281,7.5,8,0
623.8,273,3.5,4,0
652.8,263,4.5,5,0
592.8,65,4.5,5,0
442.8,112,7,7.5,0
346.6,66,6,7.5,0
353.6,62,6,7.5,0
340.6,61,6,7.5,0
34,113,7.5,8,0
13,541.4,11.5,12,0
367.8,547.4,9.5,11,0
1120.6,504.4,7,8.5,0
1183.6,487.4,8.5,10,0
988.6,483.4,12.5,14,-0.524
1077.6,524.4,6.5,7,0
1046.6,535.4,6,6.5,0
1030.6,535.4,6,6.5,0
1005.6,536.4,5.5,6,0
1207.6,540.4,8,8.5,0
1178.6,539.4,7.5,8,0
1112.6,437,12,13.5,0
1016.6,281,11.5,12,0
1267.6,357,12,12.5,0
1278.6,449,8,8.5,0
1214.6,220.6,4.5,5,0
1218.6,136.6,5.5,6,0
1096.6,161.6,4,4.5,0
1155.6,130.6,5.5,6.5,0
1118.6,122.6,6.5,7.5,0
991.6,149.6,4,4.5,0
959.6,145.6,5,5.5,0
1009.6,121.6,7.5,8,0
1026.6,110.6,5,6.5,0
1048.6,102.6,11.5,12.5,0
1077.6,95.6,6,6.5,0
1026.6,99.6,12,13.5,0
965.6,117.6,5,5,0
968.6,104.6,6,6,0
1181.6,107.6,9,10,0
1234.6,104.6,13,14,0
1137.6,99.6,16.5,18.5,0
1104.6,78.8,10.5,12.5,0
1027.6,82.8,9.5,11.5,0
978.6,74.8,10,12.5,0
1017.6,159.8,3,3.5,0
1079.6,122.8,2.5,3,0
1141.6,66.8,5.5,8.5,0
1153.6,68.8,5.5,7.5,0
1176.6,67.8,5.5,7.5,0
1175.6,74.8,4.5,6,0
1191.6,80.8,5.5,7.5,0
1199.6,73.8,5.5,7.5,0
1229.6,74.8,5.5,7.5,0
926,115.8,15.5,17.5,0
864,105.8,17,19,0
901,94.8,14,16,0
938,96.8,11.5,13.5,0.436
895,115.8,6,7,0
851,66.8,11.5,12.5,0
883,204.8,9,10,0
855,209.4,7,8,0
774,255.4,8.5,9,0
687,64.8,9,9,0
663,60.8,5.5,5.5,0
345.6,117.8,4.5,5,0
