centerY,centerX,orientation,major_axis_length,minor_axis_length
319.367,552.28,0.014,7.093,6.741
429.832,20.183,-0.098,8.055,7.791
545.854,464.098,0.352,5.343,4.9
602.581,1233.624,-0.058,6.338,5.885
439.189,330.135,-0.025,11.957,10.866
424.044,85.46,0.088,9.522,9.082
259.371,136.098,-0.154,6.885,6.609
461.311,407.836,0.054,11.394,10.425
314.407,333.88,0.023,6.098,5.648
524.357,1135.965,-0.156,6.956,6.546
314.468,230.319,0.173,5.697,5.264
263.722,1116.412,-0.088,8.035,7.694
530.205,1117.812,0.012,13.097,11.744
262.216,324.189,0.137,8.152,7.42
264.3,432.72,0.183,8.308,7.673
380.355,374.484,-0.36,6.352,6.218
458.263,885.091,0.123,10.899,9.993
314.603,136.0,0.0,4.852,4.459
433.09,603.722,0.116,11.119,10.196
260.085,1204.562,0.079,9.169,8.155
543.506,442.63,-0.519,7.088,6.91
309.524,721.951,0.209,5.827,5.616
592.482,1163.366,-0.089,6.102,5.841
301.369,1257.966,0.035,11.259,10.128
450.447,1018.631,-0.025,12.518,11.372
314.423,261.897,-0.113,5.776,5.355
551.505,588.441,-0.03,5.624,5.266
629.032,408.16,0.052,8.004,7.446
316.463,486.213,-0.015,6.69,6.478
442.518,743.336,-0.005,10.855,9.855
581.556,729.349,0.047,11.288,10.347
313.195,640.636,-0.003,9.066,8.111
379.843,709.756,0.027,6.504,6.217
351.388,431.981,0.096,9.516,8.631
373.082,282.122,0.147,7.052,6.634
316.481,173.709,0.055,5.12,4.931
260.417,212.791,-0.051,7.563,6.867
350.61,1077.487,0.002,11.008,10.147
262.77,308.736,-0.112,7.803,7.099
375.748,963.402,0.064,9.299,8.425
316.185,474.006,-0.032,8.036,6.716
567.618,121.575,0.1,10.576,9.845
381.183,604.102,-0.043,8.329,7.53
261.698,1060.256,-0.01,11.247,9.936
618.15,963.78,-0.051,10.507,9.486
309.412,1032.725,-0.095,7.284,6.99
338.307,256.977,-0.061,9.642,8.712
666.314,661.453,0.019,11.026,10.189
490.0,846.977,0.0,9.537,8.569
313.356,375.483,-0.249,6.226,6.026
252.207,299.891,-0.037,5.576,5.262
252.573,254.271,-0.02,5.808,5.271
243.606,614.358,-0.094,11.194,10.236
253.625,221.838,0.172,5.446,4.714
318.758,1056.497,-0.025,7.122,6.849
315.356,48.424,-0.662,4.651,4.041
341.961,329.457,0.013,9.528,8.625
680.371,1230.322,-0.021,10.982,9.536
313.0,358.0,0.785,6.208,6.208
245.613,1022.009,-0.031,11.092,9.785
328.231,1156.212,0.3,4.247,3.897
370.785,72.215,0.785,5.13,4.925
641.252,1048.573,-0.056,11.081,10.026
254.85,395.726,-0.298,6.104,5.897
333.085,727.677,0.006,10.948,9.922
329.352,178.436,-0.045,9.245,8.618
247.162,918.251,0.014,10.171,9.109
625.218,8.635,0.076,8.379,7.491
254.513,352.687,-0.245,6.097,5.993
264.121,849.39,0.072,8.798,8.066
382.348,826.691,-0.137,7.948,7.246
372.176,115.417,-0.156,5.966,5.783
247.63,953.29,-0.061,10.11,9.35
262.309,247.537,0.381,7.555,6.848
604.332,310.569,-0.032,9.992,9.014
667.645,988.468,-0.16,4.71,4.218
470.352,733.0,0.036,12.139,10.883
256.951,40.5,0.0,7.248,7.112
313.763,192.989,0.053,5.669,5.241
331.392,593.439,0.08,10.211,9.222
629.912,763.549,0.036,11.415,10.144
262.426,449.657,0.005,8.286,7.839
260.036,191.179,-0.082,7.565,7.069
256.219,13.616,0.028,7.017,6.642
643.054,752.756,0.65,9.264,7.788
452.336,503.124,-0.084,8.541,8.102
372.0,541.789,-0.032,7.038,6.66
266.005,740.542,-0.009,8.531,7.51
640.582,874.014,-0.008,11.282,9.846
383.886,768.986,-0.014,8.541,7.825
263.88,365.675,0.05,8.082,7.529
613.5,1021.889,0.0,4.933,4.637
263.056,1138.992,-0.05,9.267,8.585
247.164,782.02,0.009,10.387,9.141
263.488,895.465,0.03,8.593,7.892
380.258,626.985,-0.227,8.074,7.648
257.0,502.625,0.0,6.61,6.149
646.973,895.136,-0.004,11.517,10.177
258.495,152.527,0.0,7.965,7.357
577.613,548.905,-0.035,11.203,10.204
369.254,30.0,0.0,4.976,4.566
616.166,1191.622,0.006,11.652,10.714
258.349,90.591,-1.29,6.972,6.806
248.193,995.782,0.141,9.809,8.922
653.138,309.433,-0.005,9.559,8.461
610.521,522.476,-0.066,10.62,9.205
518.345,467.5,-0.533,4.622,3.981
312.0,28.0,0.0,4.042,3.69
264.0,1039.65,0.0,11.456,9.366
240.512,95.575,0.017,11.468,10.241
369.887,5.141,-0.288,4.891,4.633
245.42,1120.833,-0.025,11.166,9.92
537.21,753.478,0.38,6.766,6.505
246.371,823.95,-0.048,9.638,9.19
480.337,239.687,0.046,5.179,5.101
696.17,848.665,-0.033,11.979,10.314
250.516,727.771,-0.059,13.953,11.684
569.542,913.429,-0.011,11.009,10.235
632.491,197.292,-0.032,10.035,8.916
601.982,356.83,-0.018,11.076,9.494
313.028,297.065,-0.095,6.129,5.621
600.619,407.672,0.035,10.518,9.145
243.095,178.782,0.008,10.463,9.615
264.863,795.292,-0.029,8.721,7.994
257.397,553.293,-0.15,6.266,5.893
523.638,1220.875,-1.467,5.134,4.96
346.321,1055.394,0.052,11.81,10.407
534.87,1177.468,-1.22,5.04,4.872
659.291,1270.418,-0.39,4.489,3.905
555.448,391.931,-0.76,4.349,4.249
677.448,1245.248,0.004,7.33,6.318
317.178,83.22,-0.067,9.132,8.234
267.5,713.081,0.0,10.091,8.572
655.809,1238.17,0.023,4.014,3.766
624.927,86.835,-0.095,9.906,8.776
690.373,647.807,-0.002,14.108,13.067
240.248,585.409,-0.003,14.32,12.384
518.0,522.859,0.0,5.135,4.406
672.017,877.3,-0.984,4.408,4.337
256.833,57.694,1.502,4.861,4.749
256.029,123.943,0.128,4.916,4.528
690.259,457.743,-0.018,11.819,10.697
518.522,432.565,-0.156,3.979,3.715
313.293,102.621,-0.652,4.497,4.123
551.455,331.727,-0.648,4.036,3.496
253.432,934.392,0.298,5.039,4.673
614.565,913.283,0.025,3.993,3.699
333.714,490.619,0.115,3.815,3.541
671.231,929.404,-0.287,4.285,3.873
526.372,923.233,0.019,3.81,3.63
311.674,5.279,-0.442,3.96,3.471
649.242,1184.424,-0.163,3.495,2.982
319.333,612.083,-0.965,3.423,3.388
652.677,1213.581,0.507,3.292,3.012
516.791,944.721,-0.448,4.086,3.401
329.8,481.857,-0.399,3.72,3.113
254.614,438.807,0.86,4.675,3.938
267.912,512.824,-0.068,3.374,3.234
672.231,938.231,-0.527,3.804,3.339
651.385,1200.821,0.29,3.756,3.35
523.417,907.25,-0.529,3.758,3.098
649.08,1171.88,-0.678,2.941,2.783
257.633,1243.747,0.023,10.863,8.708
675.656,1026.25,-0.336,3.508,2.932
619.176,865.382,-0.557,3.729,2.885
688.491,922.618,0.452,4.456,3.942
670.763,850.895,-0.644,3.868,3.151
647.606,1161.576,0.535,3.338,3.191
256.333,24.483,0.367,4.575,4.182
524.259,524.519,-1.145,3.944,2.579
522.72,899.92,-0.187,3.198,2.497
327.387,449.742,-0.235,3.293,3.032
