centerY,centerX,orientation,major_axis_length,minor_axis_length
319.463,575.975,0.108,7.372,7.005
450.155,1054.12,-0.003,12.725,11.632
254.168,372.221,-0.374,6.222,5.786
443.292,772.221,0.016,11.151,10.086
259.678,1234.205,-0.015,9.514,8.634
489.369,875.798,-0.011,9.757,8.582
462.336,440.264,0.03,11.468,10.41
262.112,272.352,0.029,8.226,7.589
373.583,303.777,-0.138,6.917,6.396
351.333,1112.328,-0.0,11.176,9.916
458.237,916.743,-0.123,10.942,10.063
669.932,940.438,-0.045,5.025,4.669
545.726,479.768,0.248,5.664,5.342
428.378,45.569,0.035,8.291,8.02
370.117,42.519,-0.462,5.161,4.772
431.076,636.408,0.009,11.008,10.206
452.329,528.362,0.07,8.363,7.996
310.259,1056.388,0.017,7.637,7.086
264.341,923.659,-0.157,8.655,8.091
312.581,506.364,-0.002,8.796,7.858
257.4,523.908,-0.008,6.617,6.258
257.582,574.221,-0.264,6.408,6.077
338.602,284.072,0.008,9.381,8.523
629.168,431.599,0.222,7.562,7.018
262.509,333.958,-0.071,7.376,7.128
314.566,352.681,-0.176,6.096,5.897
372.135,566.129,-0.044,7.757,7.309
666.481,695.86,0.035,11.073,9.86
264.247,460.028,0.038,8.801,7.774
441.223,366.404,-0.018,11.868,10.945
604.112,390.256,-0.108,10.681,9.531
247.551,949.753,0.012,10.394,9.684
310.275,740.657,-0.467,5.852,5.566
382.186,854.126,0.075,7.822,7.446
667.741,1002.988,-0.074,5.5,4.693
333.72,759.343,0.035,11.162,9.898
468.133,767.742,0.018,12.406,11.035
655.472,338.32,-0.041,9.41,8.459
380.265,653.484,0.009,8.417,8.127
254.286,414.571,0.105,5.98,5.604
609.695,554.311,0.054,10.667,9.402
315.466,278.777,0.152,5.898,5.566
259.043,176.373,0.004,7.844,7.52
352.496,459.5,0.0,9.175,8.392
647.151,928.327,-0.018,11.285,10.1
316.801,1076.455,0.097,7.125,6.972
535.978,1155.3,0.081,11.999,11.066
313.376,393.436,-0.047,6.226,5.976
380.694,731.649,-0.112,6.819,6.257
254.682,36.793,-0.053,7.961,7.163
602.761,1254.664,-0.326,6.166,5.835
624.978,34.112,-0.041,8.89,7.996
264.074,877.712,-0.066,8.669,7.891
329.251,206.404,0.012,9.746,8.727
313.559,377.347,0.161,6.337,5.935
520.145,540.554,-0.147,5.295,4.982
615.238,1226.209,-0.051,11.924,10.973
247.31,984.5,0.0,9.938,9.09
375.273,992.143,0.039,8.972,8.2
547.696,6.714,0.0,10.633,8.298
252.183,316.688,-0.467,5.568,5.316
262.279,1167.695,-0.032,8.807,8.17
262.42,476.596,-0.018,8.09,7.402
313.385,247.385,-0.011,5.755,5.318
579.572,581.612,0.0,11.522,10.334
638.68,793.217,0.039,13.151,12.251
640.794,1081.941,0.042,11.094,9.757
263.805,1077.489,0.005,11.415,9.288
312.657,666.836,-0.079,8.412,7.604
255.185,6.179,-0.072,7.467,6.907
385.446,798.416,-0.013,8.89,8.347
342.0,356.83,0.0,9.389,8.375
256.69,62.304,0.175,7.52,7.125
568.031,153.07,-0.057,10.656,9.763
314.554,60.661,0.13,4.56,3.94
311.846,37.769,-0.104,4.16,3.991
544.853,464.581,-0.103,6.885,6.288
313.813,151.467,-0.63,4.948,4.828
381.059,631.866,-0.254,7.884,7.549
245.106,1154.275,-0.027,11.216,9.91
317.298,190.548,0.301,5.377,4.982
612.5,1035.333,0.0,4.796,4.784
263.799,1145.487,0.208,8.118,7.808
370.963,87.573,-0.325,5.238,4.981
584.419,762.754,-0.072,11.136,10.089
631.312,228.54,-0.055,10.335,9.173
680.909,1265.413,0.003,11.68,10.218
424.94,115.234,-0.0,9.54,8.842
257.435,115.636,-0.44,8.308,8.196
332.113,729.547,-0.397,4.274,3.985
621.249,994.833,0.002,10.614,9.51
264.794,822.515,-0.013,9.187,8.075
330.641,623.517,-0.012,10.146,9.093
344.259,1091.419,0.031,11.548,10.535
258.907,160.94,-0.242,7.178,6.703
552.65,606.688,0.065,5.091,4.996
242.761,651.358,-0.003,11.738,10.308
260.165,237.567,0.115,7.561,6.902
