centerY,centerX,orientation,major_axis_length,minor_axis_length
272.318,456.289,-0.125,7.667,7.188
263.699,909.814,-0.027,8.914,8.433
272.06,428.067,0.104,7.285,6.507
558.421,660.045,0.266,6.578,6.437
337.834,188.337,-0.064,8.163,7.772
458.087,741.584,-0.081,7.312,7.007
456.473,669.714,-0.007,8.793,8.11
587.5,177.41,0.0,6.525,5.955
272.576,404.318,-0.027,7.288,6.608
592.108,631.75,0.033,9.486,8.053
456.097,1200.635,-0.016,10.391,9.499
269.816,586.535,-0.066,7.948,7.414
325.891,488.498,-0.006,8.941,8.148
483.301,1071.616,-0.026,7.186,6.475
482.542,1030.236,0.029,6.932,6.612
272.016,250.317,0.098,6.481,6.188
265.809,868.416,-0.118,7.79,7.28
266.556,49.667,-0.456,5.966,5.766
269.337,168.019,-0.075,6.0,5.523
320.359,1209.671,-0.008,10.291,9.408
445.263,408.811,-0.169,9.811,9.254
271.833,499.713,0.124,7.305,6.541
644.034,115.593,-0.062,7.851,7.18
586.0,922.052,-0.067,9.773,8.826
431.686,956.99,-0.102,10.193,9.249
483.224,840.125,-0.027,10.692,9.322
330.2,1271.868,-0.045,8.727,8.029
378.549,700.0,0.0,5.825,5.566
270.311,560.537,-0.042,7.902,7.123
326.361,1093.991,-0.01,10.395,9.674
273.06,348.436,-0.086,6.641,6.386
342.82,116.071,-0.084,7.759,7.508
271.202,221.711,0.107,6.16,5.895
585.626,62.798,-0.222,8.183,7.698
444.255,314.509,-0.035,8.392,8.045
545.835,1242.541,-0.244,5.327,5.068
271.4,523.49,-0.071,7.188,6.868
602.649,778.507,0.248,7.015,6.722
451.393,571.127,0.175,10.038,9.512
644.984,421.87,0.009,9.334,8.391
250.494,67.766,0.13,7.304,6.715
591.58,237.052,-0.072,8.073,7.601
643.068,262.321,-0.059,8.804,7.988
347.438,969.349,0.021,10.011,8.934
436.391,56.799,-0.053,7.919,7.396
264.48,792.48,0.035,10.342,9.109
343.471,291.381,-0.036,8.435,7.929
440.246,215.187,-0.28,8.285,7.799
271.109,542.846,0.138,7.655,7.273
338.983,45.011,0.279,7.482,7.4
348.355,370.536,-0.082,8.748,8.002
260.903,1024.166,0.054,9.748,8.461
249.929,382.132,0.099,8.184,7.666
317.047,765.62,0.004,9.716,8.455
643.075,587.363,-0.022,9.693,8.773
249.879,260.181,-0.042,8.072,7.183
267.703,693.689,0.024,8.577,7.875
321.319,656.73,-0.096,8.925,8.06
486.372,1246.399,-0.143,7.077,6.66
379.926,854.644,-0.086,7.385,7.023
462.324,727.056,0.137,10.261,8.929
338.958,892.448,-0.034,9.418,8.079
694.545,311.785,0.074,10.131,9.518
249.916,348.393,-0.002,8.307,7.319
315.91,871.193,0.11,10.575,9.691
665.043,929.849,0.06,10.142,8.764
654.028,1104.12,-0.027,10.709,9.683
267.482,108.864,-0.187,5.978,5.864
265.925,9.746,-0.286,4.642,4.612
383.31,969.93,0.323,5.772,5.51
266.047,834.953,0.001,7.701,7.075
591.27,993.106,0.092,10.534,8.853
266.72,33.271,-0.73,5.964,5.72
272.791,374.619,-0.129,6.914,6.167
273.576,321.396,-0.099,7.076,6.246
603.289,344.986,-0.053,8.971,7.732
481.5,1015.123,0.0,7.039,6.596
249.851,301.537,-0.028,8.267,7.235
249.889,830.194,-0.007,8.823,7.83
584.905,130.956,-0.23,7.471,6.734
442.371,435.015,-0.05,8.057,7.661
697.733,858.297,-0.051,12.061,10.294
325.741,575.384,0.042,9.05,8.159
530.349,984.776,-0.025,11.776,10.626
533.112,55.944,-0.064,9.399,8.498
583.275,512.829,0.004,9.243,8.272
272.986,282.863,-0.043,7.109,6.539
248.0,589.337,0.034,10.579,9.477
485.766,1111.211,-0.164,6.785,6.018
598.106,854.514,0.026,12.941,11.141
385.295,1194.662,-0.074,8.419,7.831
249.655,226.292,0.089,7.814,6.845
441.079,125.469,-0.08,7.666,7.353
250.418,1102.797,-0.054,9.121,8.095
267.009,81.449,0.041,6.063,5.631
267.66,131.509,-0.199,6.068,5.571
250.353,466.0,0.0,8.93,7.767
247.973,738.196,-0.024,10.401,9.065
554.077,419.284,0.078,9.768,9.289
556.255,963.545,-0.231,4.424,3.972
480.846,947.423,-0.186,5.835,5.683
480.284,852.358,0.246,5.458,4.045
250.531,808.465,0.019,8.597,7.892
249.931,481.734,0.01,8.722,7.952
525.121,240.669,-0.039,10.11,9.137
250.024,154.881,-0.069,7.596,7.041
270.912,198.77,-0.216,6.21,5.798
314.111,585.933,0.137,3.943,3.656
250.822,121.959,0.026,7.252,6.409
446.35,955.867,-0.235,4.396,4.356
526.5,1146.5,0.359,4.79,3.982
249.957,209.565,0.05,7.476,6.85
378.766,604.766,0.345,5.121,4.795
250.712,1008.237,-0.072,8.695,7.875
481.187,972.732,-0.286,6.477,6.037
251.41,35.631,-0.088,6.47,6.003
261.456,854.333,0.072,5.779,4.957
324.817,887.327,-0.634,5.92,5.6
636.879,758.949,-0.05,9.63,8.462
266.447,809.294,-0.2,7.483,7.243
693.378,401.452,-0.032,11.724,10.206
696.266,990.037,-0.035,11.169,9.984
261.234,707.779,-0.4,5.139,4.774
485.527,1144.775,0.056,6.814,6.027
261.289,771.75,-0.36,5.055,4.804
320.805,624.073,0.295,3.78,3.461
249.161,917.455,0.172,8.479,7.946
692.951,450.9,-0.026,11.633,10.129
615.762,1192.619,0.351,3.867,3.499
262.986,737.859,1.47,4.894,4.606
522.432,1012.455,-0.364,3.964,3.578
261.889,645.794,-1.345,4.514,4.434
262.114,674.186,0.228,4.82,4.642
524.0,1070.627,0.0,4.388,4.277
692.187,108.195,-0.018,9.58,8.183
691.945,890.181,-0.031,12.306,10.279
481.182,873.466,-0.28,5.456,5.126
554.348,904.522,-0.195,4.061,3.686
259.87,819.39,0.184,7.175,5.565
262.431,615.831,-0.557,4.765,4.355
249.562,1118.982,-0.005,9.12,7.886
375.556,546.533,0.484,3.929,3.683
475.622,722.689,0.436,3.912,3.676
374.103,529.282,0.291,3.568,3.469
523.231,1035.404,-0.287,4.285,3.873
693.0,1238.387,-0.279,10.32,9.968
481.989,896.333,0.018,5.592,5.298
268.537,764.805,-0.375,3.956,3.339
317.613,541.29,-0.742,3.261,3.034
472.667,741.241,-0.873,4.302,4.0
333.375,1027.65,-0.998,3.769,3.441
690.927,722.802,-0.129,9.312,8.447
481.5,921.574,0.0,5.745,5.214
779.467,1015.356,-0.152,4.023,3.596
374.714,498.786,0.377,3.14,2.913
262.86,1144.16,-0.325,4.195,3.802
621.457,312.257,-0.134,3.629,3.101
375.429,491.905,-0.838,2.713,2.481
692.033,79.837,-0.19,9.895,8.888
555.615,113.808,-0.737,3.188,2.605
247.33,1025.562,1.307,6.79,5.724
260.115,1111.279,-0.523,4.575,4.249
