centerY,centerX,orientation,major_axis_length,minor_axis_length
273.971,328.314,0.049,6.895,6.34
588.27,184.15,0.277,5.914,5.404
343.787,300.236,-0.067,8.668,7.933
445.045,417.657,0.066,9.903,9.197
644.105,124.426,-0.032,8.308,7.277
270.021,568.426,-0.04,8.19,7.309
338.106,196.206,-0.021,8.302,7.633
269.974,594.249,-0.134,7.971,7.551
272.138,256.52,-0.168,6.459,6.069
269.589,174.062,0.131,6.374,5.594
451.158,580.408,0.02,10.176,9.733
326.017,1103.966,0.023,10.251,9.011
585.614,71.337,0.009,8.323,7.735
315.488,882.089,-0.006,10.697,9.703
265.732,54.179,0.266,6.207,5.744
584.088,522.192,0.026,9.112,8.389
591.861,244.789,-0.032,8.231,7.508
348.323,380.187,-0.0,9.08,8.241
442.011,442.229,-0.055,7.921,7.557
320.561,1220.308,-0.097,10.424,9.32
482.693,1035.95,-0.198,6.867,6.489
270.342,204.521,0.091,6.324,5.888
558.141,667.5,0.0,6.604,6.154
325.496,894.626,0.017,6.165,5.947
263.842,804.034,0.101,9.763,8.67
602.794,786.366,0.012,6.748,6.184
592.498,639.964,0.003,9.091,7.8
482.303,851.624,0.019,11.649,10.385
342.754,124.273,-0.045,7.943,7.498
444.309,960.471,0.126,4.822,4.513
266.806,38.34,-0.405,5.8,5.667
320.848,665.478,-0.019,8.981,8.146
665.78,940.206,-0.028,10.262,9.03
431.225,966.945,-0.108,10.308,9.607
271.023,550.682,0.128,7.577,7.267
456.531,1211.401,0.163,10.654,10.07
249.917,268.316,-0.005,8.266,7.433
339.253,901.642,-0.036,9.646,8.488
325.961,497.502,0.005,9.028,8.139
266.117,14.519,-0.462,5.161,4.772
436.444,64.639,-0.196,7.862,7.292
378.395,706.518,-0.154,6.124,5.926
545.709,1247.873,-0.174,5.14,4.906
590.957,1003.567,-0.029,9.979,9.0
440.922,133.599,-1.363,7.905,7.727
598.595,867.545,0.008,13.297,11.421
440.396,223.448,-0.027,8.401,8.028
250.043,356.492,-0.015,8.273,7.19
603.403,353.724,-0.04,8.99,7.829
585.121,138.844,0.06,7.687,7.164
263.604,919.415,0.117,8.337,8.09
271.777,531.261,-0.078,7.316,6.833
272.925,411.435,0.07,7.401,6.921
587.104,932.23,-0.011,9.881,8.961
272.769,289.154,0.122,7.056,6.457
267.61,702.225,-0.044,8.708,7.793
267.447,114.87,-0.045,6.443,6.109
249.961,389.99,0.028,8.411,7.715
338.799,52.726,-0.101,7.395,7.058
483.246,1077.783,0.036,6.886,6.382
272.076,463.14,-0.11,7.64,7.167
347.413,978.917,-0.084,9.565,8.788
326.004,584.782,0.006,9.508,8.299
268.209,136.709,0.231,6.155,5.705
444.569,323.398,-0.011,8.291,8.097
645.088,431.183,0.05,9.736,8.566
642.803,271.291,-0.034,8.754,7.753
456.674,678.674,0.013,8.782,8.121
247.834,748.574,0.012,10.401,9.057
530.89,995.86,0.036,11.196,10.36
249.767,309.679,-0.064,8.221,7.483
379.19,609.595,0.052,5.324,5.015
693.308,412.232,-0.045,11.624,10.052
486.177,1253.741,-0.105,7.032,6.664
480.81,952.29,0.097,5.825,5.476
