centerY,centerX,orientation,major_axis_length,minor_axis_length
590.318,228.109,0.356,6.581,6.244
647.787,34.153,-0.179,7.233,6.595
379.714,750.259,0.045,6.22,5.736
266.2,89.992,0.059,6.376,6.001
273.884,399.535,0.072,7.322,6.745
274.58,372.343,0.104,7.028,6.476
588.35,7.407,0.102,7.83,7.194
557.152,717.834,-0.081,7.058,6.816
383.59,916.141,-0.116,7.244,6.865
264.146,980.631,0.137,8.363,7.848
431.45,1030.334,-0.145,10.134,9.774
462.904,804.302,0.049,10.59,10.04
452.016,641.902,0.043,10.247,9.544
341.214,176.265,0.11,8.133,7.674
481.838,1060.265,0.105,6.788,6.386
271.432,268.466,0.196,6.331,5.937
641.829,658.241,-0.082,9.517,8.593
272.331,508.517,0.054,7.687,7.117
347.396,442.082,-0.013,9.186,8.489
444.986,380.153,-0.414,8.41,8.142
271.225,600.882,-0.299,7.903,7.529
340.312,102.555,-0.006,7.68,7.166
318.389,724.463,0.007,9.342,8.31
440.359,185.682,-0.154,8.029,7.857
667.778,1005.925,-0.056,10.032,8.853
439.199,276.219,-0.075,8.142,7.863
443.468,494.074,0.122,8.158,7.925
654.763,1186.003,-0.052,10.817,9.801
606.201,410.331,-0.106,9.194,8.274
272.163,581.64,0.043,7.695,7.366
272.925,480.459,0.068,7.279,6.951
459.415,736.777,0.002,8.85,8.241
318.659,836.037,-0.048,9.785,8.681
441.026,477.248,0.05,9.694,8.734
644.311,180.711,-0.093,7.9,7.253
586.971,190.127,-0.029,7.592,7.253
587.422,999.63,0.031,10.217,9.001
557.673,494.274,0.053,10.409,9.73
338.815,26.344,-0.6,7.043,6.829
586.527,127.064,-0.001,8.046,7.434
273.373,426.592,0.029,7.608,7.074
593.755,697.908,-0.044,9.248,7.886
478.557,922.185,-0.022,10.8,9.908
266.962,900.798,0.013,7.941,7.347
527.552,1182.045,0.167,4.827,4.419
382.549,1022.782,-0.157,6.808,6.225
601.031,838.446,0.082,6.584,6.284
593.29,296.99,-0.069,8.45,7.801
483.266,1075.299,0.094,7.141,6.87
265.696,16.0,0.0,5.125,4.92
273.485,457.254,-0.147,7.624,7.068
349.819,1041.507,-0.074,9.86,9.101
437.32,117.403,-0.638,8.222,7.97
319.098,951.283,0.061,11.192,10.443
341.338,960.338,-0.013,9.606,8.726
349.091,357.47,-0.094,8.605,8.098
266.244,48.415,-0.582,5.345,4.896
265.743,74.991,0.035,6.119,5.887
693.216,478.452,0.016,11.209,9.996
250.318,362.5,0.092,8.191,7.471
250.006,274.039,-0.014,7.925,7.156
321.466,1166.988,-0.055,10.576,9.632
262.604,883.725,0.019,10.382,9.144
268.665,641.83,0.111,7.973,7.274
641.297,330.721,-0.157,8.819,8.009
267.848,173.0,0.172,6.793,6.469
272.911,557.515,-0.125,7.658,7.027
249.687,548.317,-0.079,10.277,9.291
636.126,832.541,-0.046,9.901,8.685
381.022,645.944,-1.19,5.411,5.292
483.058,1120.449,-0.146,7.004,6.281
697.616,942.616,-0.073,11.465,9.97
643.547,490.681,-0.037,9.686,8.355
249.852,291.429,0.04,8.246,7.296
483.565,1195.019,-0.194,7.2,6.801
528.264,1069.046,-0.066,12.0,10.85
250.131,214.066,0.076,8.049,7.243
481.0,1012.625,0.0,6.61,6.149
250.47,441.283,0.152,8.782,7.946
324.626,555.009,-0.0,9.05,8.099
251.504,35.453,0.108,7.016,6.303
267.812,757.034,0.009,8.469,7.778
587.124,583.076,-0.006,9.322,8.5
273.319,330.986,-0.135,6.891,6.379
267.262,153.19,0.304,6.342,6.327
376.531,570.375,0.162,4.768,4.28
269.701,213.131,0.195,6.004,5.664
527.615,317.582,-0.015,10.656,9.083
266.606,35.02,-0.377,5.831,5.409
273.071,297.524,0.007,6.552,6.109
389.563,1262.709,-0.09,8.344,7.86
261.578,865.966,-1.255,6.113,6.058
248.544,668.28,0.02,10.859,9.325
324.82,644.549,0.011,9.256,8.014
441.395,1000.105,0.104,5.208,4.645
262.25,745.961,-0.208,5.193,4.684
270.88,621.214,-0.04,8.071,7.574
481.72,957.766,-0.143,5.989,5.694
250.195,410.546,-0.066,8.216,7.162
534.777,127.5,-0.069,10.008,8.846
262.896,933.166,0.038,8.203,7.497
341.138,249.143,-0.067,8.547,7.553
250.76,1181.335,-0.059,8.899,7.911
249.926,320.931,-0.019,8.465,7.63
486.299,1161.239,-0.047,6.969,6.122
593.475,1071.085,0.016,10.32,9.104
250.686,91.864,-0.039,7.011,6.356
270.658,244.892,0.062,6.22,5.689
267.031,125.102,0.138,6.564,6.212
248.349,813.189,-0.043,10.593,9.391
693.591,385.231,-0.076,10.97,9.778
260.323,1102.703,0.008,10.197,8.307
250.35,181.739,-0.074,7.394,6.765
445.478,19.391,-0.132,5.637,5.2
481.663,987.537,0.083,5.856,5.152
251.851,11.083,-0.136,6.456,5.969
597.639,949.276,0.035,13.207,11.088
261.276,678.333,-0.202,5.333,5.2
555.306,922.449,0.285,4.199,3.731
692.826,530.038,-0.047,11.053,9.761
321.2,655.455,0.386,4.462,3.914
691.933,799.885,-0.168,10.433,9.58
269.6,794.778,-0.155,3.949,3.641
250.879,123.197,0.041,7.758,7.104
692.392,172.282,-0.132,9.977,8.716
250.641,1089.336,-0.106,8.907,7.758
249.162,900.713,-0.063,8.667,7.939
616.521,1209.292,0.535,3.96,3.87
248.695,877.515,-0.93,8.205,6.73
262.696,815.747,-1.364,5.405,4.68
555.055,996.727,-0.158,4.416,3.96
327.83,1102.021,-0.126,4.033,3.696
262.677,516.065,0.4,4.597,4.308
376.5,557.304,-0.614,4.472,4.016
319.231,615.404,-0.287,4.285,3.873
261.111,776.889,1.012,5.381,5.343
523.322,1096.915,0.405,4.442,4.234
248.866,985.371,0.419,8.607,8.311
260.219,1189.685,-0.482,5.109,4.586
261.243,708.824,-0.608,5.035,4.669
696.886,1074.534,-0.068,11.532,10.182
248.815,1196.483,0.204,9.31,7.95
259.192,907.75,0.702,4.798,3.685
531.34,3.88,-0.029,9.3,5.357
262.111,538.73,0.063,4.649,4.322
563.176,186.353,0.035,3.514,3.063
691.984,975.572,-0.082,10.503,9.273
466.333,774.037,0.193,4.333,3.986
374.8,512.15,0.228,3.822,3.368
332.5,1036.233,-0.267,3.542,2.751
779.419,1015.279,0.029,3.935,3.512
482.957,936.0,-0.114,5.787,5.081
262.562,562.562,0.785,3.916,3.912
317.407,539.296,0.106,3.045,2.869
319.914,854.571,-0.104,3.462,3.25
374.781,505.594,0.339,3.428,2.983
326.655,848.862,-0.074,3.12,3.004
256.81,1243.81,-0.199,4.758,4.238
263.022,493.13,-0.318,3.886,3.805
262.591,473.136,0.062,3.986,3.504
263.353,591.333,-1.165,4.064,3.984
376.091,494.909,-0.785,2.751,2.486
332.591,1041.091,0.132,2.941,2.471
232.961,623.247,-0.016,5.33,4.605
332.714,862.643,-0.45,3.175,2.818
454.0,1275.22,-0.017,10.589,5.385
783.613,1052.065,-0.475,3.293,3.031
