centerY,centerX,orientation,major_axis_length,minor_axis_length
197.333,232.5,0.0,12.0,12.0
184.833,60.5,0.0,9.5,9.5
156.833,70.0,0.0,8.5,8.5
156.833,107.0,0.0,9.5,9.5
168.333,129.0,0.0,11.5,11.5
234.778,42.0,0.0,10.0,10.0
250.278,71.5,0.0,8.5,8.5
230.278,62.0,0.0,7.0,7.0
232.778,100.0,0.0,7.5,7.5
222.778,105.0,0.0,4.5,4.5
211.778,100.0,0.0,5.0,5.0
207.778,114.5,0.0,5.5,5.5
222.278,122.0,0.0,4.5,4.5
230.278,127.0,0.0,2.5,2.5
240.278,140.5,0.0,7.5,7.5
246.278,159.5,0.0,5.5,5.5
230.278,166.0,0.0,6.5,6.5
249.778,179.0,0.0,5.0,5.0
319.722,106.5,0.0,9.5,9.5
539.722,282.0,0.0,12.5,12.5
574.944,326.0,0.0,10.5,10.5
611.889,192.0,0.0,10.5,10.5
252.333,315.5,0.0,10.0,10.0
195.333,165.5,0.0,8.5,8.5
190.333,163.0,0.0,5.0,5.0
277.056,125.5,0.0,6.0,6.0
295.556,126.0,0.0,7.5,7.5
312.556,135.5,0.0,8.0,8.0
168.556,267.5,0.0,12.0,12.0
160.056,298.0,0.0,10.5,10.5
191.556,319.0,0.0,11.5,11.5
198.556,344.0,0.0,9.0,9.0
194.056,345.5,0.0,5.5,5.5
191.556,372.5,0.0,8.5,8.5
275.278,250.0,0.0,8.5,8.5
254.278,249.5,0.0,5.0,5.0
248.778,239.0,0.0,4.5,4.5
233.778,212.0,0.0,4.5,4.5
237.778,203.5,0.0,4.5,4.5
288.278,187.5,0.0,4.0,4.0
286.278,170.5,0.0,4.0,4.0
313.278,68.5,0.0,5.5,5.5
299.278,66.0,0.0,4.5,4.5
248.278,6.0,0.0,5.0,5.0
222.278,11.5,0.0,4.0,4.0
208.778,37.0,0.0,7.5,7.5
161.278,2.5,0.0,9.5,9.5
402.722,349.5,0.0,8.5,8.5
374.722,290.0,0.0,9.5,9.5
359.722,278.5,0.0,7.0,7.0
305.222,274.0,0.0,8.0,8.0
280.278,298.0,0.0,7.0,7.0
270.778,306.0,0.0,5.5,5.5
267.278,287.5,0.0,4.5,4.5
263.778,276.5,0.0,4.5,4.5
284.278,288.5,0.0,2.5,2.5
273.778,279.0,0.0,2.5,2.5
299.278,253.5,0.0,4.5,4.5
302.778,238.5,0.0,4.0,4.0
264.778,202.0,0.0,4.0,4.0
245.778,212.0,0.0,4.0,4.0
215.278,247.5,0.0,4.5,4.5
211.778,308.5,0.0,8.0,8.0
243.278,334.0,0.0,6.0,6.0
253.778,356.5,0.0,5.5,5.5
246.278,366.0,0.0,5.5,5.5
208.778,214.0,0.0,7.5,7.5
211.278,194.0,0.0,5.0,5.0
209.278,146.0,0.0,7.0,7.0
288.778,99.0,0.0,5.5,5.5
269.778,4.5,0.0,6.0,6.0
259.778,21.0,0.0,4.5,4.5
234.278,22.0,0.0,5.0,5.0
207.778,12.0,0.0,5.5,5.5
172.278,24.5,0.0,5.5,5.5
166.278,19.0,0.0,5.0,5.0
192.778,22.0,0.0,3.5,3.5
184.778,17.0,0.0,3.5,3.5
195.278,11.5,0.0,3.0,3.0
197.778,0.5,0.0,5.5,5.5
267.778,189.5,0.0,2.5,2.5
269.278,183.0,0.0,2.5,2.5
277.278,191.0,0.0,2.5,2.5
270.778,177.5,0.0,2.0,2.0
234.278,114.0,0.0,2.0,2.0
240.278,111.5,0.0,4.0,4.0
225.778,83.5,0.0,5.0,5.0
215.778,78.0,0.0,5.0,5.0
239.778,90.0,0.0,5.5,5.5
262.278,82.0,0.0,4.5,4.5
263.278,95.0,0.0,4.0,4.0
254.278,123.5,0.0,5.0,5.0
184.278,392.5,0.0,6.5,6.5
226.278,350.0,0.0,7.0,7.0
276.278,345.5,0.0,5.5,5.5
284.778,350.5,0.0,4.0,4.0
301.278,358.0,0.0,5.5,5.5
288.778,370.0,0.0,6.0,6.0
209.056,283.0,0.0,5.0,5.0
223.556,275.0,0.0,2.5,2.5
220.056,268.5,0.0,2.5,2.5
211.056,272.5,0.0,2.5,2.5
212.556,264.0,0.0,3.5,3.5
239.056,258.5,0.0,3.5,3.5
250.556,267.5,0.0,3.5,3.5
235.556,232.5,0.0,5.5,5.5
266.556,227.0,0.0,2.0,2.0
219.556,175.5,0.0,2.0,2.0
184.056,178.5,0.0,4.0,4.0
179.556,162.0,0.0,9.0,9.0
186.056,189.5,0.0,4.0,4.0
198.056,108.5,0.0,2.5,2.5
198.556,70.0,0.0,3.5,3.5
208.556,58.0,0.0,4.0,4.0
272.5,210.0,0.0,3.0,3.0
230.278,132.0,0.0,3.0,3.0
210.278,134.0,0.0,3.5,3.5
262.278,452.0,0.0,4.5,4.5
282.278,438.0,0.0,4.0,4.0
282.278,447.5,0.0,4.0,4.0
294.278,440.0,0.0,4.0,4.0
302.778,461.5,0.0,4.0,4.0
309.278,390.5,0.0,5.0,5.0
318.278,378.0,0.0,7.0,7.0
325.778,350.0,0.0,6.5,6.5
335.278,331.5,0.0,9.0,9.0
312.778,291.0,0.0,5.0,5.0
309.278,306.0,0.0,3.5,3.5
294.278,325.0,0.0,4.5,4.5
286.278,313.0,0.0,3.5,3.5
291.778,285.5,0.0,2.5,2.5
296.778,292.0,0.0,2.5,2.5
293.278,264.0,0.0,3.0,3.0
287.278,259.0,0.0,2.0,2.0
293.778,235.0,0.0,2.0,2.0
288.778,225.5,0.0,2.0,2.0
294.278,225.5,0.0,2.0,2.0
290.778,221.5,0.0,2.0,2.0
276.278,219.5,0.0,3.0,3.0
281.278,205.5,0.0,1.5,1.5
268.778,154.5,0.0,2.5,2.5
255.778,164.0,0.0,1.5,1.5
235.278,194.0,0.0,3.5,3.5
221.778,234.5,0.0,3.0,3.0
226.778,247.5,0.0,3.5,3.5
228.778,262.0,0.0,3.0,3.0
184.333,272.0,0.0,3.5,3.5
321.778,206.5,0.0,4.5,4.5
216.778,158.5,0.0,4.5,4.5
203.278,130.0,0.0,3.0,3.0
140.278,47.0,0.0,3.5,3.5
160.778,158.0,0.0,4.0,4.0
240.278,403.0,0.0,4.5,4.5
232.778,396.0,0.0,4.5,4.5
222.778,410.0,0.0,5.0,5.0
214.778,387.0,0.0,6.0,6.0
217.278,472.0,0.0,7.5,7.5
216.778,485.5,0.0,6.5,6.5
196.778,533.5,0.0,10.0,10.0
240.278,441.0,0.0,5.0,5.0
233.278,439.0,0.0,3.5,3.5
232.278,426.0,0.0,3.5,3.5
241.778,421.5,0.0,4.0,4.0
258.278,411.5,0.0,3.5,3.5
258.278,403.5,0.0,3.0,3.0
258.278,389.5,0.0,2.0,2.0
254.278,376.0,0.0,2.0,2.0
264.278,371.5,0.0,2.0,2.0
242.278,381.5,0.0,2.5,2.5
235.278,374.5,0.0,3.5,3.5
218.778,373.0,0.0,5.0,5.0
220.278,361.5,0.0,3.0,3.0
215.778,357.5,0.0,3.0,3.0
216.278,342.0,0.0,2.5,2.5
220.778,323.5,0.0,2.5,2.5
207.278,322.0,0.0,2.5,2.5
230.278,312.0,0.0,3.5,3.5
230.778,302.0,0.0,3.5,3.5
253.5,52.5,0.0,2.5,2.5
402.444,38.0,0.0,11.0,11.0
596.389,431.5,0.0,13.0,13.0
592.389,525.5,0.0,11.0,11.0
454.5,570.5,0.0,11.0,11.0
281.0,593.0,0.0,12.5,12.5
271.5,708.5,0.0,12.5,12.5
272.5,818.5,0.0,10.0,10.0
224.278,717.0,0.0,10.5,10.5
195.778,794.5,0.0,9.5,9.5
190.278,417.0,0.0,5.5,5.5
166.278,426.5,0.0,4.5,4.5
170.278,460.5,0.0,4.5,4.5
144.778,465.5,0.0,3.0,3.0
137.778,441.5,0.0,3.5,3.5
128.278,424.0,0.0,3.5,3.5
138.278,419.0,0.0,4.0,4.0
147.778,422.0,0.0,4.5,4.5
145.278,270.0,0.0,6.5,6.5
304.08,176.5,0.0,3.5,3.5
223.58,522.0,0.0,9.0,9.0
237.08,526.5,0.0,3.5,3.5
236.08,503.5,0.0,4.5,4.5
246.08,500.0,0.0,5.0,5.0
260.08,483.0,0.0,4.0,4.0
278.58,489.0,0.0,5.5,5.5
291.58,508.5,0.0,6.0,6.0
293.08,474.0,0.0,9.0,9.0
290.58,492.5,0.0,5.0,5.0
257.58,457.5,0.0,3.5,3.5
