centerY,centerX,orientation,major_axis_length,minor_axis_length
145.667,259.0,0.0,7.5,7.0
141.667,276.0,0.0,5.5,5.0
166.667,147.0,0.0,5.5,5.0
137.667,162.0,0.0,6.5,6.0
188.667,344.0,0.0,7.5,7.0
202.667,361.0,0.0,7.5,6.5
177.667,383.0,0.0,7.5,6.5
179.667,397.0,0.0,7.0,6.0
166.667,446.0,0.0,8.0,7.0
195.667,476.0,0.0,9.0,7.5
217.667,405.0,0.0,8.0,7.0
230.667,373.0,0.0,8.0,7.0
219.667,226.0,0.0,6.0,5.0
215.667,311.0,0.0,6.5,5.5
223.667,285.0,0.0,6.0,5.0
170.667,94.0,0.0,4.0,3.5
136.667,57.0,0.0,5.5,5.0
94.667,369.0,0.0,8.0,7.5
107.667,418.0,0.0,5.5,5.0
99.667,457.0,0.0,6.0,5.5
90.667,442.0,0.0,6.0,5.0
105.667,491.0,0.0,5.5,5.0
183.667,518.0,0.0,4.0,3.5
174.667,538.0,0.0,6.0,5.5
135.667,549.0,0.0,6.5,6.0
150.667,565.0,0.0,6.0,5.5
146.667,548.0,0.0,6.0,5.5
122.667,587.667,0.0,6.0,5.5
172.667,581.667,0.0,7.0,6.5
168.667,593.667,0.0,6.0,5.5
210.667,594.667,0.0,4.5,4.0
133.667,593.667,0.0,5.5,5.0
130.667,608.667,0.0,5.0,4.5
140.667,625.667,0.0,8.0,7.0
158.667,666.667,0.0,6.5,6.0
98.667,595.667,0.0,6.5,5.0
102.667,615.667,0.0,5.5,4.5
122.667,650.667,0.0,5.5,5.0
123.667,659.667,0.0,6.0,5.5
120.667,670.667,0.0,9.0,8.0
130.667,702.667,0.0,7.5,7.0
132.667,738.667,0.0,6.5,6.0
115.667,727.667,0.0,7.5,6.5
117.667,705.667,0.0,6.0,5.5
104.667,693.667,0.0,5.5,5.0
93.667,743.667,0.0,6.0,5.0
89.667,664.667,0.0,6.5,5.5
88.667,639.667,0.0,6.5,5.5
98.667,634.667,0.0,6.0,5.0
79.667,604.667,0.0,6.5,5.0
77.667,598.667,0.0,7.0,5.0
252.667,368.667,0.0,6.0,5.5
249.667,348.667,0.0,6.0,5.5
226.667,265.667,0.0,5.5,5.0
222.667,691.667,0.0,8.5,8.0
222.667,731.667,0.0,9.0,8.5
191.667,726.667,0.0,3.5,3.0
186.667,741.667,0.0,5.5,5.0
186.667,751.667,0.0,5.5,5.0
124.667,789.0,0.0,9.0,8.5
106.667,785.0,0.0,8.0,7.5
111.667,796.0,0.0,8.0,6.5
102.667,803.0,0.0,7.5,6.5
98.667,859.0,0.0,6.0,5.5
113.667,873.0,0.0,10.0,9.0
108.667,935.0,0.0,9.0,8.0
91.667,962.0,0.0,10.0,8.5
114.667,1019.0,0.0,12.0,10.5
177.667,823.0,0.0,7.5,7.0
162.667,870.0,0.0,5.5,5.0
163.667,915.0,0.0,7.0,6.5
183.667,952.0,0.0,6.5,6.0
79.667,938.0,0.0,8.5,6.5
80.667,914.0,0.0,8.0,6.0
74.667,882.0,0.0,9.5,7.5
158.667,1017.0,0.0,7.5,7.0
149.667,1035.0,0.0,8.0,7.5
129.667,1054.0,0.0,7.0,6.5
176.667,1062.0,0.0,9.0,8.5
176.667,1106.0,0.0,9.5,9.0
164.667,1128.0,0.0,7.5,7.0
149.667,1099.0,0.0,6.0,5.5
140.667,1126.0,0.0,6.0,5.5
144.667,1171.0,0.0,11.0,9.5
151.667,1182.0,0.0,6.0,5.5
103.667,1104.0,0.0,10.0,8.5
113.667,1118.0,0.0,5.5,5.0
122.667,1082.0,0.0,5.0,4.5
121.667,1036.0,0.0,9.0,8.0
114.667,1044.0,0.0,5.5,5.0
146.667,1067.0,0.0,4.0,3.5
228.667,983.0,0.0,9.0,8.5
210.667,903.0,0.0,7.0,6.5
217.667,884.0,0.0,7.0,6.5
228.667,863.0,0.0,6.5,6.0
232.667,828.0,0.0,6.5,6.0
257.667,906.0,0.0,6.5,6.0
259.667,853.0,0.0,8.5,8.0
255.667,826.0,0.0,7.0,6.5
235.667,808.0,0.0,6.5,6.0
251.667,796.0,0.0,5.5,5.0
265.667,787.0,0.0,5.5,5.0
269.667,775.0,0.0,5.0,4.5
275.667,764.0,0.0,5.0,4.5
279.667,754.0,0.0,4.0,3.5
124.667,986.0,0.0,5.5,5.0
127.667,925.0,0.0,6.5,6.0
127.667,943.0,0.0,7.0,6.5
128.667,964.0,0.0,7.0,6.5
214.667,1092.0,0.0,13.0,12.5
127.667,870.0,0.0,4.0,3.5
125.667,1008.0,0.0,7.5,7.0
86.667,1008.0,0.0,8.5,7.0
90.667,1024.0,0.0,8.5,7.0
79.667,1068.0,0.0,9.5,8.0
83.667,1103.0,0.0,6.0,5.5
120.667,1172.0,0.0,5.5,5.0
126.667,1192.0,0.0,6.0,5.5
128.667,1109.0,0.0,4.0,3.5
109.667,1202.333,0.0,15.0,13.5
130.667,1265.333,0.0,14.5,11.5
90.667,1264.333,0.0,10.0,8.0
268.667,1243.0,0.0,4.5,4.5
127.667,909.0,0.0,5.5,5.0
232.667,252.0,0.0,5.0,4.5
239.667,243.0,0.0,4.0,3.5
231.667,194.0,0.0,5.0,4.0
272.667,310.0,0.0,8.0,7.5
264.667,274.0,0.0,6.5,6.0
245.667,233.0,0.0,4.0,4.0
237.667,187.0,0.0,4.0,4.0
300.667,180.0,0.0,6.5,6.0
449.75,250.0,0.0,6.0,5.5
457.75,230.0,0.0,5.5,5.0
462.75,220.0,0.0,5.0,4.5
467.75,214.0,0.0,4.0,3.5
496.75,555.5,0.0,10.5,8.5
486.75,638.5,0.0,10.5,8.5
443.75,636.5,0.0,9.5,8.5
523.75,495.5,0.0,9.0,8.0
526.75,464.5,0.0,9.0,8.0
441.75,532.5,0.0,6.0,5.5
463.75,516.5,0.0,5.5,5.0
475.75,500.5,0.0,4.0,3.5
415.75,575.5,0.0,6.5,6.0
386.75,652.5,0.0,6.5,6.0
420.75,737.5,0.0,9.5,9.5
340.75,723.5,0.0,8.0,7.5
418.75,786.0,0.0,12.0,11.5
329.75,773.0,0.0,11.0,9.0
341.75,784.0,0.0,8.0,7.5
280.5,870.0,0.0,11.5,10.0
303.5,817.0,0.0,5.5,5.0
73.0,865.0,0.0,8.0,6.5
553.0,385.25,0.0,9.5,8.0
550.0,364.25,0.0,7.5,7.0
551.0,334.25,0.0,7.5,7.0
559.0,320.25,0.0,8.5,7.0
555.0,284.25,0.0,5.5,5.0
554.0,306.25,0.0,6.0,5.5
560.0,340.25,0.0,9.5,9.0
560.0,373.25,0.0,9.5,8.5
559.0,508.75,0.0,12.0,11.0
555.0,1014.75,0.0,9.5,8.5
492.0,1259.0,0.0,12.0,10.5
321.5,1208.0,0.0,7.5,7.0
358.5,1152.0,0.0,7.5,7.0
393.5,1096.0,0.0,5.0,5.0
411.5,1059.0,0.0,5.0,5.0
427.5,1050.0,0.0,5.0,4.5
432.5,1040.0,0.0,4.5,4.0
433.5,1024.0,0.0,4.5,4.0
287.5,1215.0,0.0,4.0,3.5
434.75,1018.75,0.0,3.5,3.0
435.75,1010.75,0.0,3.0,2.5
72.5,1133.75,0.0,6.5,5.5
72.5,1161.75,0.0,6.5,5.5
75.5,1197.75,0.0,6.5,5.5
75.5,1233.75,0.0,11.0,10.5
72.5,1250.75,0.0,7.5,7.0
92.5,1275.75,0.0,6.5,6.0
74.5,1279.75,0.0,8.0,6.5
171.5,831.25,0.0,3.0,3.0
154.5,895.25,0.0,3.0,3.0
79.0,894.25,0.0,7.0,6.5
87.0,830.25,0.0,8.0,7.5
72.0,834.25,0.0,6.5,6.0
71.0,507.0,0.0,7.5,6.5
140.5,643.0,-0.698,9.0,6.0
177.5,898.5,-0.436,10.0,7.5
283.5,814.75,-0.087,11.5,9.0
330.75,130.0,0.0,6.0,5.5
339.75,207.0,0.0,4.5,4.5
360.75,157.0,0.0,4.5,4.5
353.75,166.0,0.0,5.0,5.0
351.75,118.0,0.0,5.0,5.0
366.75,148.0,0.0,4.0,4.0
425.75,47.0,0.0,3.5,3.5
368.75,91.0,0.0,3.5,3.5
370.75,137.0,0.0,3.0,3.0
239.75,182.0,0.0,3.5,3.5
