centerY,centerX,orientation,major_axis_length,minor_axis_length
616.45,340.88,5.722934617289406,17.93,13.75
600.18,442.94,5.888740896228867,15.27,13.14
574.44,1247.26,0.12740903539558607,21.40,15.80
442.80,536.22,0.0,7.56,7.03
174.77,377.97,0.0,6.33,4.63
366.44,140.99,0.0,14.06,13.07
371.72,169.38,0.2879793265790644,14.87,13.29
375.23,188.41,0.0,3.13,3.04
376.05,199.02,0.0,3.58,3.30
370.07,220.11,0.0,3.58,3.58
414.54,203.33,0.06632251157578452,7.75,6.45
409.23,218.54,0.1780235837034216,6.42,5.99
390.49,236.46,0.2879793265790644,19.55,15.33
415.51,231.80,0.0,5.71,5.50
369.46,243.60,0.0,3.58,3.58
370.99,272.10,0.0,3.58,3.58
392.78,306.04,0.0,3.18,3.16
393.27,300.02,0.0,3.57,3.18
393.51,293.21,0.0,3.57,3.18
396.69,318.70,0.0,4.36,4.20
397.14,326.28,0.0,3.13,3.04
407.06,365.74,0.0,3.58,3.58
402.63,365.40,0.0,2.90,2.88
412.48,364.13,0.0,2.90,2.88
411.48,355.93,0.0,2.90,2.88
396.28,340.32,0.0,3.78,3.73
392.18,361.13,0.0,2.90,2.88
410.23,392.78,0.0,4.78,4.57
405.68,417.88,0.0,4.78,4.47
430.98,399.63,0.0,5.53,5.27
430.80,387.88,0.0,5.11,4.77
425.48,416.63,0.0,4.53,4.27
426.50,431.42,0.0,3.80,3.73
434.23,368.13,0.0,4.57,3.98
427.60,356.57,0.0,4.10,3.98
433.58,354.53,0.0,2.90,2.88
429.03,348.56,0.0,4.06,3.88
452.30,347.68,0.4014257279586958,4.98,4.37
377.50,330.43,5.607742886657781,17.17,15.77
405.75,343.04,0.23736477827122882,6.35,4.82
412.03,346.39,0.0,3.45,3.35
471.66,342.67,0.0,4.06,3.88
407.99,321.07,0.0,3.04,2.80
445.17,267.07,0.0,4.06,3.88
443.95,248.21,0.0,3.39,3.36
444.88,239.99,0.0,4.21,3.36
447.61,226.62,0.24085543677521748,15.05,11.59
446.01,188.66,0.0,3.04,2.98
462.24,258.00,0.0,9.65,10.06
499.45,258.44,0.0,2.30,2.26
501.25,277.89,0.0,2.30,2.26
501.80,292.77,0.0,3.05,3.03
516.36,262.88,5.895722213236845,6.62,5.42
429.78,338.27,0.0,2.90,2.88
427.88,332.63,0.0,4.31,4.18
470.84,374.86,0.2879793265790644,18.28,15.02
460.33,406.84,6.061528492176307,18.28,15.02
520.83,379.97,6.061528492176307,18.28,13.54
513.12,331.13,0.0,4.87,4.77
541.03,326.90,0.0,5.78,4.77
518.28,309.15,0.0,1.98,1.88
513.88,322.56,0.0,1.88,1.79
513.48,315.50,0.0,1.88,1.79
549.28,385.50,0.0,6.98,5.85
555.49,309.92,0.0,2.33,1.87
551.43,268.05,0.0,3.80,3.73
561.24,282.53,0.0,3.15,3.14
532.95,410.85,0.0,2.55,2.53
532.46,420.20,0.0,3.12,3.06
547.64,450.80,0.0,2.60,2.46
538.52,453.25,0.0,2.07,2.06
548.73,475.17,0.0,4.11,4.07
544.19,508.43,0.0,16.15,13.43
571.65,491.78,0.0,2.07,2.06
574.02,495.79,0.0,2.07,2.06
574.33,503.99,0.0,2.07,2.06
574.22,508.49,0.0,2.07,2.06
574.63,531.66,0.0,2.49,2.07
560.80,520.50,0.0,3.25,1.45
565.66,543.93,0.0,8.42,10.16
543.75,540.77,0.0,4.70,4.23
519.87,552.36,0.0,18.93,14.54
540.42,578.01,0.0,4.70,4.23
537.48,595.81,0.0,4.70,4.23
565.03,577.14,0.0,4.94,4.67
582.40,566.28,0.0,2.30,2.23
581.20,574.04,0.0,2.30,2.23
581.55,583.54,0.0,2.30,2.23
523.66,515.81,0.0,4.11,4.07
527.57,468.37,0.0,2.39,2.36
511.20,476.39,0.0,3.65,3.50
501.98,494.30,0.0,2.88,2.80
517.44,485.12,0.0,2.88,2.48
516.59,494.56,0.0,2.55,2.21
515.21,500.41,0.0,2.82,2.10
527.31,460.01,0.0,2.06,2.04
500.33,452.04,0.0,2.06,2.04
502.23,463.96,0.0,2.06,2.04
499.14,486.08,0.0,3.26,3.02
491.50,509.25,0.0,2.30,2.20
479.77,428.20,0.0,3.65,3.50
469.83,468.01,0.0,4.77,4.71
494.11,468.46,0.0,3.03,2.04
485.12,447.45,0.0,3.27,2.04
515.19,292.23,0.0,1.73,1.69
515.43,298.04,0.0,1.98,1.92
457.68,61.32,0.0,3.42,3.33
439.43,41.25,0.0,2.75,2.67
429.80,148.58,0.0,5.10,4.73
409.91,142.57,0.0,5.10,4.73
408.98,131.66,0.0,5.72,5.54
410.12,118.52,0.0,5.72,5.54
423.51,120.90,0.0,4.70,4.29
422.79,103.04,0.0,4.06,3.90
410.86,89.36,0.0,4.49,4.44
411.15,80.59,0.0,4.64,4.61
411.24,60.65,0.0,2.95,2.85
411.78,54.86,0.0,2.95,2.85
412.40,50.28,0.0,2.85,2.62
413.33,16.69,0.0,7.63,7.50
387.84,29.96,0.0,6.69,6.56
387.73,13.59,0.0,6.69,6.56
373.65,53.83,0.0,7.13,6.87
379.42,67.30,0.0,4.63,4.50
379.64,79.53,0.0,4.63,4.50
379.55,90.31,0.0,4.55,4.39
394.43,172.29,0.0,4.55,4.39
437.50,175.44,0.0,3.04,2.98
371.48,409.44,0.0,3.66,3.42
368.17,392.35,0.0,3.66,3.42
339.15,401.80,0.0,11.60,10.25
367.79,462.27,0.0,15.52,12.90
412.47,463.23,0.0,15.82,13.45
383.49,499.64,0.0,7.53,6.83
357.29,483.48,0.0,7.81,7.17
371.91,477.56,0.0,4.05,3.95
359.28,516.57,0.0,4.52,4.38
355.01,495.02,0.0,4.79,4.73
377.48,508.32,0.0,4.72,4.53
334.59,490.37,0.0,2.81,2.64
346.98,477.68,0.0,2.33,2.22
335.81,485.07,0.0,2.33,2.22
331.82,482.42,0.0,2.38,2.37
337.32,481.78,0.0,2.18,2.13
340.37,517.52,0.0,2.68,2.58
362.12,538.17,0.0,6.58,6.53
436.05,451.75,0.0,3.80,3.73
434.77,440.96,0.0,3.29,3.27
433.55,435.43,6.031857894892403,3.77,3.27
454.78,468.36,0.0,4.27,4.09
443.63,499.57,0.0,6.53,6.32
459.86,487.23,0.0,3.51,3.47
431.54,513.01,0.0,7.39,6.69
426.51,499.70,0.0,9.72,8.92
406.58,507.89,0.0,3.87,3.47
299.48,337.58,0.0,2.14,1.98
506.33,444.70,0.0,1.95,1.87
504.77,437.98,0.0,1.95,1.87
504.25,434.53,0.0,1.95,1.87
493.94,434.26,0.0,2.21,2.14
538.50,491.10,0.0,3.35,2.10
594.62,489.97,0.0,3.57,3.45
594.66,539.10,0.0,3.57,3.45
595.07,565.88,0.0,2.38,2.26
595.86,571.50,0.0,2.38,2.26
596.46,575.94,0.0,2.38,2.26
596.41,580.72,0.0,2.62,2.48
596.39,587.64,0.0,2.96,2.66
597.18,596.80,0.0,3.05,2.96
590.49,596.55,0.0,2.74,2.65
607.75,599.58,0.0,3.86,3.26
608.69,579.56,0.0,7.02,5.20
594.08,556.97,6.1679935765479605,9.89,7.28
575.46,551.68,0.0,2.92,2.07
603.71,530.43,0.0,4.35,3.67
585.06,611.76,0.0,2.77,2.23
563.70,634.28,0.0,2.08,2.05
564.00,640.30,0.0,2.46,2.34
564.27,648.13,0.0,2.52,2.43
564.66,657.14,0.0,3.01,2.43
565.32,665.22,0.0,3.01,2.31
564.02,673.64,0.0,2.73,2.66
562.80,683.08,0.0,3.79,3.76
582.06,678.90,0.0,3.79,3.76
587.76,697.37,0.0,4.56,4.13
558.35,700.89,5.941100773788698,15.71,12.60
554.31,714.88,0.0,2.58,2.35
553.49,725.32,0.0,2.90,2.86
554.12,734.08,0.0,3.33,3.20
555.05,746.22,0.0,3.20,2.78
565.99,739.45,0.0,4.46,4.35
541.99,721.81,0.0,3.58,3.51
540.63,731.74,0.0,3.46,2.38
541.31,712.38,0.0,3.36,2.22
542.22,705.99,0.0,2.31,2.27
538.15,682.21,0.0,2.92,1.84
584.74,617.90,0.0,1.79,1.70
587.63,623.65,0.0,1.97,1.95
593.26,617.23,0.0,1.76,1.72
593.85,620.51,0.0,1.76,1.72
593.55,624.01,0.0,1.76,1.72
597.55,621.90,0.0,2.21,1.76
592.75,632.81,0.0,1.76,1.72
557.47,774.01,0.0,2.64,2.47
563.95,818.31,0.0,4.46,4.35
572.39,825.48,0.0,4.81,4.77
536.15,825.61,0.0,4.81,4.77
522.82,787.95,0.0,5.73,4.90
524.34,778.75,0.0,3.25,3.21
526.99,723.53,0.0,6.86,5.92
527.11,736.78,0.0,2.02,1.96
526.35,742.04,0.0,1.96,1.91
511.54,750.14,0.0,2.96,2.81
507.00,734.90,0.0,2.40,2.25
514.34,695.98,6.1173790282401255,19.10,14.46
494.10,782.52,6.1173790282401255,20.47,15.07
547.56,859.28,5.976007358828584,19.13,14.54
530.55,674.64,0.0,4.18,4.07
518.54,674.81,0.0,3.45,3.38
530.77,440.93,0.0,9.77,12.52
590.21,273.36,0.0,8.64,7.08
604.90,266.29,0.0,7.30,6.24
605.02,292.66,0.0,6.73,5.69
587.78,284.36,0.0,3.15,3.14
585.36,301.83,0.0,3.54,3.43
583.36,291.29,0.0,2.56,1.86
597.41,284.16,0.0,6.21,5.39
589.07,406.37,0.0,3.54,3.43
519.25,571.32,0.0,8.44,6.48
486.63,534.32,0.0,4.11,4.07
488.25,542.63,0.0,4.11,4.07
508.85,512.05,0.0,4.11,4.07
509.46,590.97,0.0,1.73,1.71
509.30,600.27,0.0,1.73,1.71
508.71,579.39,0.0,3.16,1.71
515.45,621.02,0.0,2.31,2.28
494.80,625.04,0.0,2.01,1.91
509.58,642.82,0.0,7.97,5.23
509.75,656.49,0.0,2.16,2.06
508.30,666.07,0.0,2.16,2.06
489.42,678.15,0.0,2.43,2.40
476.09,678.06,0.0,2.84,2.81
476.60,669.41,0.0,3.10,3.04
475.90,642.91,0.0,3.45,3.39
479.58,618.43,0.0,3.23,3.23
484.80,598.47,0.0,3.23,3.08
468.89,589.39,0.0,3.46,3.21
471.13,595.70,0.0,3.90,3.28
492.01,670.98,0.0,1.97,1.82
484.22,687.28,0.0,2.28,2.27
479.84,706.90,0.0,2.85,2.59
478.06,721.51,0.0,3.11,2.99
465.75,684.49,0.0,3.76,3.65
505.40,714.17,0.0,2.02,1.96
507.18,723.97,0.0,3.28,3.18
502.84,805.78,0.0,7.31,6.32
506.31,837.89,0.0,5.31,4.44
509.80,830.53,0.0,3.28,3.10
569.30,848.85,0.0,2.15,2.05
547.13,890.01,0.0,2.19,2.18
549.21,901.93,0.0,2.91,2.18
558.19,898.00,0.0,2.90,2.64
558.52,923.73,0.0,3.63,3.02
566.67,897.58,0.0,3.07,2.77
559.97,884.08,0.0,7.88,6.02
569.98,872.87,0.0,7.98,10.12
520.43,898.95,0.0,17.23,13.60
527.68,871.31,0.0,1.73,1.69
532.54,879.57,0.0,4.32,3.98
524.32,922.42,0.0,2.18,2.13
517.19,933.55,0.0,2.61,2.60
518.09,938.51,0.0,2.29,2.24
518.81,943.92,0.0,2.59,2.53
517.38,923.44,0.0,2.23,2.16
548.02,926.93,0.0,3.58,3.52
552.59,968.35,0.0,6.11,5.70
547.13,977.44,0.0,2.80,2.58
541.22,997.91,0.0,3.09,2.97
