centerY,centerX,orientation,major_axis_length,minor_axis_length
540.46,108.19,0.0,3.54,3.41
523.59,235.75,0.0,2.75,2.66
523.57,243.42,0.0,2.75,2.66
505.68,250.36,0.0,3.52,3.49
536.40,26.16,0.0,3.30,3.11
535.56,11.36,0.0,3.30,3.11
547.46,33.57,0.0,6.26,5.33
538.68,80.28,0.0,2.37,2.23
542.43,17.01,0.0,3.30,3.15
535.01,54.58,0.0,3.94,3.62
550.87,49.85,0.0,9.26,9.08
534.76,2.86,0.0,3.64,3.51
518.77,29.45,0.0,3.62,3.44
513.95,95.30,0.0,3.62,3.44
532.95,85.32,0.0,3.12,2.92
516.75,6.98,0.0,3.96,3.78
492.67,58.99,0.0,3.96,3.78
531.77,109.32,0.0,2.85,2.73
497.33,8.94,0.0,5.22,4.80
505.00,126.09,0.0,9.37,8.35
500.39,162.29,0.0,5.86,5.64
521.43,149.62,0.0,5.85,5.34
539.30,151.17,0.0,9.78,11.61
545.13,128.31,0.0,4.12,3.79
537.76,45.81,0.0,4.12,3.79
527.96,194.95,0.0,3.85,3.65
517.73,192.65,0.0,5.77,5.53
524.41,207.26,0.0,5.11,4.79
541.96,178.33,0.0,6.61,5.79
547.39,203.92,0.0,8.64,7.88
522.92,221.96,0.0,4.26,4.07
516.83,232.69,0.0,2.47,2.43
506.35,239.54,0.0,2.47,2.43
540.09,115.03,0.0,2.71,2.56
537.22,63.70,0.0,2.80,2.73
500.50,49.76,0.0,2.37,2.23
517.61,160.82,0.0,2.59,2.33
518.91,156.93,0.0,2.59,2.40
536.41,209.48,0.0,4.47,4.24
535.43,93.68,0.0,2.71,2.56
540.60,166.48,0.0,3.85,3.65
540.53,218.26,0.0,3.09,2.90
535.25,223.15,0.0,4.47,4.24
535.65,240.77,0.0,2.60,2.52
515.56,264.76,0.0,5.78,5.55
533.05,261.04,0.0,2.71,2.66
532.39,281.75,0.0,3.52,3.49
541.68,291.60,0.0,3.52,3.49
525.37,304.84,0.0,5.09,4.81
539.50,285.36,0.0,4.20,4.17
534.57,296.76,5.516985765554076,5.70,5.42
538.31,308.39,5.516985765554076,5.90,4.90
535.88,278.86,0.0,3.52,3.49
541.28,278.39,0.0,3.52,3.49
536.65,193.53,0.0,2.00,1.87
536.71,196.67,0.0,2.00,1.87
541.05,133.70,0.0,3.85,3.65
535.47,341.30,0.0,4.48,4.45
536.05,350.82,0.0,4.48,4.45
522.85,346.14,5.516985765554076,5.70,5.42
510.31,342.54,0.0,8.65,8.06
525.07,356.72,0.0,4.10,3.58
499.12,364.19,0.0,6.52,5.36
519.80,368.72,0.0,4.35,4.15
516.72,385.35,0.0,7.03,6.20
501.61,400.86,0.0,7.03,6.20
530.75,395.67,0.0,5.55,5.18
538.75,398.69,0.0,5.28,5.19
541.03,407.08,0.0,4.47,4.37
538.96,439.36,0.0,4.05,3.87
512.64,449.87,0.0,6.34,6.00
504.43,467.36,0.0,4.39,4.37
534.76,447.14,0.0,3.47,3.13
543.41,414.28,0.0,3.47,3.13
532.16,488.38,0.0,6.34,5.15
